,airline,number_of_changes,origin_city_code,destination_country_code,search_month,search_weekday,depart_month,depart_weekday,diff_days,distance,price
44562,Nordwind Airlines,0,LED,DE,4,5,6,0,58,1754.98,3078
44574,Wizz Air,2,LED,IT,4,5,6,4,69,2719.71,19634
44575,Uzbekistan Airways,1,LED,UZ,4,5,6,2,60,3256.68,9505
44576,Azimut,0,LED,RU,4,5,6,3,75,1754.46,4480
44585,Aeroflot,1,LED,KZ,4,5,6,6,64,2263.35,17582
44589,Uzbekistan Airways,1,LED,UZ,4,5,6,0,58,3386.3,8785
44593,Aeroflot,1,LED,RU,4,5,6,1,66,5688.26,14377
44595,S7 Airlines,2,LED,RU,4,5,6,3,54,3944.15,14593
44598,Pobeda,1,LED,RU,4,5,6,6,71,3132.3,8963
44607,Aeroflot,1,LED,KZ,4,5,6,3,82,2141.63,18075
44615,Nordwind Airlines,0,LED,RU,4,5,6,2,53,1104.71,5290
44621,Nordwind Airlines,1,LED,RU,4,5,6,6,71,2001.44,6350
44624,Turkish Airlines,2,LED,US,4,5,6,1,66,7826.32,73429
44625,Aeroflot,1,LED,KZ,4,5,6,2,53,2918.99,21162
44627,Pobeda,1,LED,RU,4,5,6,1,73,294.23,6193
44628,Aeroflot,0,LED,RU,4,5,6,3,54,2116.64,5986
44633,Wizz Air,2,LED,GR,4,5,6,2,53,2371.28,20118
44636,Pobeda,0,LED,RU,4,5,6,4,76,2093.35,10198
44640,Pobeda,0,LED,RU,4,5,6,0,58,806.2,3949
44641,Azimut,2,LED,TR,4,5,6,6,57,2377.74,25690
44642,Uzbekistan Airways,1,LED,UZ,4,5,6,6,78,3254.88,8153
44648,Azimut,1,LED,TR,4,5,6,1,73,2107.41,10525
44656,Aeroflot,2,LED,RU,4,5,6,4,69,7064.96,25100
44659,Uzbekistan Airways,1,LED,UZ,4,5,6,6,57,3405.71,12369
44663,Nordwind Airlines,1,LED,RU,4,5,6,0,58,2583.41,7940
44664,Aeroflot,0,LED,RU,4,5,6,2,53,2031.59,6270
44665,Pobeda,0,LED,RU,4,5,6,1,59,1078.54,4449
44668,Pobeda,0,LED,RU,4,5,6,3,54,1797.29,6249
44675,Nordwind Airlines,0,LED,DE,4,5,6,3,54,1331.25,3120
44677,Uzbekistan Airways,1,LED,UZ,4,5,6,3,82,2773.06,11275
44683,Turkish Airlines,2,LED,US,4,5,6,1,80,9163.79,87047
44688,S7 Airlines,1,LED,RU,4,5,6,4,55,2787.83,17135
44700,Turkish Airlines,2,LED,US,4,5,6,2,53,8303.6,100255
44706,Pobeda,0,LED,RU,4,5,6,3,82,1055.34,5049
44708,Aeroflot,2,LED,RU,4,5,6,1,73,6057.94,27311
44709,Aeroflot,1,LED,RU,4,5,6,0,79,3863.76,19188
44712,Turkish Airlines,2,LED,TR,4,5,6,4,62,2188.21,171939
44717,Uzbekistan Airways,1,LED,UZ,4,5,6,3,61,2902.36,7780
44718,Nordwind Airlines,0,LED,RU,4,5,6,2,53,3414.11,9483
44719,S7 Airlines,2,LED,RU,4,5,6,6,57,4170.21,24550
44720,Nordwind Airlines,2,LED,TR,4,5,6,4,76,2527.13,21046
44723,S7 Airlines,2,LED,RU,4,5,6,1,59,5164.82,22627
44725,Nordwind Airlines,0,LED,DE,4,5,6,5,77,1749.74,3078
44727,Pobeda,0,LED,RU,4,5,6,2,53,1372.48,5648
44729,Uzbekistan Airways,2,LED,KZ,4,5,6,1,59,3607.24,14001
44733,Pobeda,0,LED,RU,4,5,6,1,59,1636.33,5649
44738,S7 Airlines,1,LED,RU,4,5,6,3,82,6660.21,16649
44741,Wizz Air,3,LED,ES,4,5,6,0,58,2893.9,19688
44744,Turkish Airlines,2,LED,US,4,5,6,2,53,8148.65,91631
44755,S7 Airlines,1,LED,RU,4,5,6,4,69,2484.49,5708
44757,Azimut,1,LED,RU,4,5,6,0,79,1514.2,3460
44764,Turkish Airlines,1,LED,TR,4,5,6,2,53,2271.53,44274
44766,Nordwind Airlines,0,LED,RU,4,5,6,2,53,1217.45,4005
44773,S7 Airlines,1,LED,RU,4,5,6,5,70,5049.92,17771
44779,S7 Airlines,3,LED,RU,4,5,6,2,53,5893.67,26955
44790,S7 Airlines,1,LED,RU,4,5,6,1,59,4832.22,14957
44793,Nordwind Airlines,0,LED,RU,4,5,6,3,75,3241.64,10323
44796,Turkish Airlines,2,LED,TR,4,5,6,0,79,2420.35,35345
44802,Nordwind Airlines,1,LED,RU,4,5,6,4,69,1941.65,6385
44811,Wizz Air,2,LED,IT,4,5,6,0,58,2245.28,22332
44817,Pobeda,0,LED,RU,4,5,6,2,81,2030.82,6848
44818,Pobeda,0,LED,RU,4,5,6,2,74,1482.37,5048
44823,Pobeda,1,LED,RU,4,5,6,2,67,2112.14,9020
44825,Uzbekistan Airways,2,LED,IN,4,5,6,1,80,6066.03,35890
44826,Uzbekistan Airways,1,LED,UZ,4,5,6,0,58,3574.18,8747
44830,Uzbekistan Airways,1,LED,UZ,4,5,6,3,82,3571.03,10748
44831,Wizz Air,2,LED,IT,4,5,6,2,53,2386.76,16569
44837,Turkish Airlines,2,LED,US,4,5,6,2,67,8031.89,96371
44845,Aeroflot,1,LED,KZ,4,5,6,2,60,1993.25,18819
44847,Aeroflot,1,LED,RU,4,5,6,2,67,3457.3,13140
44848,Wizz Air,3,LED,GR,4,5,6,2,53,2484.45,18755
44849,Turkish Airlines,2,LED,US,4,5,6,2,53,8297.7,128814
44855,Pobeda,1,LED,RU,4,5,6,5,70,1793.99,10716
44857,Azimut,0,LED,RU,4,5,6,1,73,1763.83,3480
44858,Turkish Airlines,2,LED,RU,4,5,6,0,65,2346.91,73522
44862,Uzbekistan Airways,2,LED,IN,4,5,6,3,61,6086.24,49676
44863,Uzbekistan Airways,1,LED,UZ,4,5,6,4,55,3365.16,9567
44865,Azimut,1,LED,TR,4,5,6,3,68,2558.62,19171
44866,Pobeda,0,LED,RU,4,5,6,6,64,1795.99,9098
44868,Azimut,1,LED,RU,4,5,6,0,79,1527.53,3770
44876,Pobeda,0,LED,RU,4,5,6,3,54,1090.69,3849
44881,Nordwind Airlines,1,LED,RU,4,5,6,3,82,6198.57,16378
44886,S7 Airlines,1,LED,RU,4,5,6,2,60,2370.87,8993
44887,S7 Airlines,1,LED,RU,4,5,6,0,58,6644.23,16641
44888,Uzbekistan Airways,0,LED,UZ,4,5,6,3,82,3622.47,9688
44889,KLM,2,LED,DE,4,5,6,3,82,1630.09,224002
44891,Turkish Airlines,2,LED,TR,4,5,7,0,93,2117.55,23648
44892,S7 Airlines,1,LED,RU,4,5,7,6,106,3649.14,13350
44900,Azimut,1,LED,RU,4,5,7,3,89,1907.22,6460
44917,Uzbekistan Airways,1,LED,IN,4,5,7,5,91,4931.49,25831
44919,Aeroflot,0,LED,RU,4,5,7,2,109,1908.01,6166
44922,Turkish Airlines,1,LED,US,4,5,7,3,89,8039.9,75913
44923,Turkish Airlines,2,LED,US,4,5,7,4,90,9296.07,76678
44924,Azimut,0,LED,RU,4,5,7,0,86,777.24,2380
44926,Pegasus Airlines,1,LED,TR,4,5,7,4,83,2201.82,23598
44936,S7 Airlines,1,LED,RU,4,5,7,2,95,3546.2,9961
44938,Pegasus Airlines,1,LED,TR,4,5,7,3,110,2573.4,22290
44939,KLM,1,LED,IT,4,5,7,3,96,2061.77,12880
44941,Azimut,1,LED,RU,4,5,7,4,83,1942.61,4660
44944,Aeroflot,0,LED,RU,4,5,7,4,111,889.58,3934
44949,Nordwind Airlines,0,LED,DE,4,5,7,2,109,1838.93,6981
44951,Azimut,0,LED,RU,4,5,7,3,96,697.19,1780
44953,Turkish Airlines,1,LED,KZ,4,5,7,4,111,3152.33,23418
44954,Aeroflot,1,LED,RU,4,5,7,3,103,5737.05,18219
44960,KLM,2,LED,ES,4,5,7,0,86,2744.68,19530
44961,Uzbekistan Airways,1,LED,UZ,4,5,7,4,90,3512.29,8486
44967,Nordwind Airlines,0,LED,RU,4,5,7,4,83,2233.71,3846
44970,Uzbekistan Airways,2,LED,IN,4,5,7,1,87,5649.36,49671
44972,KLM,1,LED,ES,4,5,7,0,86,3178.66,16722
44976,KLM,1,LED,IT,4,5,7,5,84,2553.43,27050
44979,Nordwind Airlines,0,LED,DE,4,5,7,0,86,1754.98,11000
44980,Wizz Air,2,LED,IT,4,5,7,4,97,2703.39,22549
44990,KLM,2,LED,IT,4,5,7,3,89,2719.71,19335
44991,Uzbekistan Airways,1,LED,UZ,4,5,7,0,107,3256.68,10204
44992,Azimut,0,LED,RU,4,5,7,0,100,1754.46,4480
44993,KLM,2,LED,IT,4,5,7,1,87,2535.2,19670
45001,Aeroflot,1,LED,KZ,4,5,7,1,87,2263.35,17582
45003,Uzbekistan Airways,0,LED,UZ,4,5,7,5,84,3386.3,9688
45006,Aeroflot,1,LED,RU,4,5,7,2,102,5688.26,14377
45010,Pobeda,1,LED,RU,4,5,7,3,89,3132.3,8223
45019,Aeroflot,1,LED,KZ,4,5,7,5,84,2141.63,18075
45024,S7 Airlines,2,LED,RU,4,5,7,0,86,6528.78,17049
45026,Nordwind Airlines,0,LED,RU,4,5,7,0,107,1104.71,4630
45032,Nordwind Airlines,1,LED,RU,4,5,7,5,98,2001.44,9243
45034,Turkish Airlines,1,LED,US,4,5,7,1,94,8889.72,61264
45039,Aeroflot,1,LED,KZ,4,5,7,6,85,2918.99,22158
45040,Turkish Airlines,1,LED,TR,4,5,7,3,110,2450.85,33333
45042,Aeroflot,0,LED,RU,4,5,7,6,113,2116.64,5970
45049,Pobeda,0,LED,RU,4,5,7,6,85,2093.35,10198
45051,KLM,1,LED,ES,4,5,7,3,110,3118.56,15500
45052,Pobeda,0,LED,RU,4,5,7,0,86,806.2,4549
45053,Pegasus Airlines,1,LED,TR,4,5,7,6,92,2377.74,21343
45054,Uzbekistan Airways,1,LED,UZ,4,5,7,3,89,3254.88,7746
45055,KLM,2,LED,IT,4,5,7,5,98,2128.07,20074
45057,Azimut,1,LED,TR,4,5,7,5,105,2107.41,9690
45059,Turkish Airlines,2,LED,GR,4,5,7,5,84,2215.02,19361
45063,KLM,1,LED,ES,4,5,7,5,91,3572.44,21195
45064,Aeroflot,2,LED,RU,4,5,7,5,84,7064.96,29410
45066,Uzbekistan Airways,1,LED,UZ,4,5,7,5,84,3405.71,9552
45070,Aeroflot,1,LED,RU,4,5,7,0,86,2583.41,9088
45071,Aeroflot,0,LED,RU,4,5,7,5,91,2031.59,6270
45072,Pobeda,0,LED,RU,4,5,7,0,93,1078.54,4449
45080,KLM,1,LED,DE,4,5,7,5,91,1751.53,13540
45081,Nordwind Airlines,0,LED,DE,4,5,7,6,99,1331.25,3200
45085,Uzbekistan Airways,1,LED,UZ,4,5,7,0,107,2773.06,9867
45090,Turkish Airlines,2,LED,US,4,5,7,1,94,9163.79,86240
45092,Wizz Air,1,LED,GR,4,5,7,5,105,2618.63,20985
45097,KLM,1,LED,DE,4,5,7,6,92,1413.26,16295
45098,S7 Airlines,1,LED,RU,4,5,7,4,97,2787.83,17135
45100,Nordwind Airlines,0,LED,RU,4,5,7,2,109,1878.35,7063
45101,KLM,2,LED,IT,4,5,7,2,109,2286.89,17739
45112,Turkish Airlines,2,LED,US,4,5,7,4,83,8303.6,85819
45119,Pobeda,0,LED,RU,4,5,7,0,107,1055.34,4349
45121,S7 Airlines,2,LED,RU,4,5,7,3,103,6057.94,25415
45124,Uzbekistan Airways,1,LED,UZ,4,5,7,0,107,2902.36,8135
45126,Nordwind Airlines,0,LED,RU,4,5,7,0,107,3414.11,9513
45127,Pegasus Airlines,1,LED,TR,4,5,7,6,99,2527.13,19322
45130,Turkish Airlines,2,LED,US,4,5,7,3,89,7892.59,90755
45131,KLM,2,LED,GR,4,5,7,4,97,2520.28,99895
45132,Nordwind Airlines,0,LED,DE,4,5,7,1,108,1749.74,3473
45133,Pobeda,0,LED,RU,4,5,7,2,109,1372.48,5648
45135,Uzbekistan Airways,2,LED,KZ,4,5,7,1,108,3607.24,13571
45139,Pobeda,0,LED,RU,4,5,7,1,87,1636.33,5649
45144,S7 Airlines,1,LED,RU,4,5,7,3,89,6660.21,16649
45156,S7 Airlines,1,LED,RU,4,5,7,4,83,2484.49,5519
45158,Azimut,1,LED,RU,4,5,7,0,100,1514.2,3460
45159,KLM,1,LED,ES,4,5,7,2,88,2831.6,16241
45170,S7 Airlines,1,LED,RU,4,5,7,5,98,5049.92,17771
45182,Wizz Air,2,LED,GR,4,5,7,0,93,2552.34,32522
45183,S7 Airlines,1,LED,RU,4,5,7,1,101,4832.22,14957
45189,Turkish Airlines,2,LED,TR,4,5,7,4,83,2420.35,26051
45194,Nordwind Airlines,1,LED,RU,4,5,7,4,90,1941.65,6418
45207,Pobeda,1,LED,RU,4,5,7,4,83,1929.72,12149
45208,Pobeda,0,LED,RU,4,5,7,0,100,2030.82,6848
45209,Pobeda,0,LED,RU,4,5,7,4,97,1482.37,5048
45214,Nordwind Airlines,0,LED,RU,4,5,7,5,112,2112.14,8231
45216,Uzbekistan Airways,3,LED,IN,4,5,7,1,101,6066.03,36718
45217,Uzbekistan Airways,1,LED,UZ,4,5,7,0,86,3574.18,8135
45220,Uzbekistan Airways,1,LED,UZ,4,5,7,4,83,3571.03,11596
45222,KLM,2,LED,IT,4,5,7,5,84,2386.76,14720
45230,KLM,2,LED,GR,4,5,7,4,97,2566.96,46770
45234,Aeroflot,1,LED,KZ,4,5,7,2,102,1993.25,16383
45237,Turkish Airlines,2,LED,GR,4,5,7,0,93,2484.45,17149
45238,KLM,1,LED,ES,4,5,7,0,107,3235.43,14125
45244,Azimut,0,LED,RU,4,5,7,5,105,1763.83,2680
45249,KLM,2,LED,IT,4,5,7,0,86,2734.76,21410
45250,Uzbekistan Airways,1,LED,UZ,4,5,7,3,110,3365.16,8084
45252,Azimut,2,LED,TR,4,5,7,5,105,2558.62,16201
45253,Pobeda,0,LED,RU,4,5,7,4,90,1795.99,9098
45254,Azimut,1,LED,RU,4,5,7,0,86,1527.53,3770
45255,KLM,1,LED,DE,4,5,7,4,90,1682.81,18942
45259,Pobeda,0,LED,RU,4,5,7,4,111,1090.69,4449
45260,KLM,1,LED,IT,4,5,7,5,98,2203.67,18553
45263,Nordwind Airlines,1,LED,RU,4,5,7,2,88,6198.57,14880
45264,Turkish Airlines,2,LED,US,4,5,7,3,89,7808.82,117037
45268,Aeroflot,1,LED,RU,4,5,7,0,86,6644.23,20379
45269,Uzbekistan Airways,0,LED,UZ,4,5,7,3,110,3622.47,9723
45271,S7 Airlines,1,LED,RU,4,5,8,5,126,3649.14,13350
45276,KLM,2,LED,GR,4,5,8,2,123,2636.87,25945
45278,Azimut,1,LED,RU,4,5,8,3,131,1907.22,5960
45288,Turkish Airlines,2,LED,RU,4,5,8,2,137,1510.69,56698
45294,Uzbekistan Airways,1,LED,IN,4,5,8,3,117,4931.49,24049
45299,Azimut,0,LED,RU,4,5,8,4,118,777.24,2380
45301,Turkish Airlines,1,LED,TR,4,5,8,3,117,2201.82,23429
45308,Pegasus Airlines,1,LED,TR,4,5,8,3,138,2628.94,19554
45313,S7 Airlines,1,LED,RU,4,5,8,1,143,3546.2,9541
45315,Pegasus Airlines,1,LED,TR,4,5,8,6,120,2573.4,22269
45318,Azimut,1,LED,RU,4,5,8,1,136,1942.61,4460
45319,Turkish Airlines,2,LED,US,4,5,8,4,118,8516.81,114576
45322,Aeroflot,0,LED,RU,4,5,8,1,136,889.58,3934
45327,Nordwind Airlines,0,LED,DE,4,5,8,6,141,1838.93,6760
45330,Azimut,0,LED,RU,4,5,8,6,120,697.19,2180
45332,KLM,3,LED,DE,4,5,8,4,118,1688.54,26120
45334,Turkish Airlines,1,LED,KZ,4,5,8,0,114,3152.33,22999
45336,Aeroflot,1,LED,RU,4,5,8,2,130,5737.05,18570
45342,KLM,2,LED,ES,4,5,8,1,115,2744.68,19700
45343,Uzbekistan Airways,1,LED,UZ,4,5,8,3,117,3512.29,8135
45347,Nordwind Airlines,0,LED,RU,4,5,8,4,118,2233.71,3846
45357,Nordwind Airlines,0,LED,DE,4,5,8,2,144,1754.98,10873
45358,Turkish Airlines,3,LED,IT,4,5,8,5,119,2703.39,42050
45368,KLM,1,LED,IT,4,5,8,3,117,2719.71,16620
45370,Uzbekistan Airways,1,LED,UZ,4,5,8,0,128,3256.68,8703
45371,Azimut,0,LED,RU,4,5,8,1,143,1754.46,3980
45378,Aeroflot,1,LED,KZ,4,5,8,0,135,2263.35,19010
45380,Uzbekistan Airways,1,LED,UZ,4,5,8,3,131,3386.3,8823
45382,Aeroflot,1,LED,RU,4,5,8,0,128,5688.26,14225
45386,Pobeda,1,LED,RU,4,5,8,3,124,3132.3,8223
45388,KLM,1,LED,DE,4,5,8,4,139,1512.23,15520
45394,Turkish Airlines,1,LED,IT,4,5,8,2,116,1994.84,13009
45395,Aeroflot,1,LED,KZ,4,5,8,5,126,2141.63,19555
45398,S7 Airlines,2,LED,RU,4,5,8,0,142,6528.78,17049
45400,Nordwind Airlines,0,LED,RU,4,5,8,2,123,1104.71,4720
45406,Nordwind Airlines,0,LED,RU,4,5,8,5,133,2001.44,8640
45409,Turkish Airlines,2,LED,US,4,5,8,0,121,7826.32,66712
45412,Aeroflot,0,LED,RU,4,5,8,1,115,2116.64,5970
45418,Pobeda,0,LED,RU,4,5,8,6,127,2093.35,10198
45419,KLM,1,LED,ES,4,5,8,0,135,3118.56,15850
45420,Pobeda,0,LED,RU,4,5,8,2,130,806.2,3948
45421,Uzbekistan Airways,1,LED,UZ,4,5,8,3,138,3254.88,7539
45424,Azimut,1,LED,TR,4,5,8,1,115,2107.41,10525
45428,KLM,3,LED,GR,4,5,8,0,114,2215.02,19699
45430,KLM,1,LED,GR,4,5,8,2,123,2757.44,26120
45434,Uzbekistan Airways,1,LED,UZ,4,5,8,0,128,3405.71,8823
45438,Aeroflot,0,LED,RU,4,5,8,2,144,2031.59,6270
45439,Pobeda,0,LED,RU,4,5,8,3,131,1078.54,4448
45446,KLM,1,LED,DE,4,5,8,0,114,1751.53,16340
45447,Nordwind Airlines,0,LED,DE,4,5,8,3,124,1331.25,3200
45448,Uzbekistan Airways,1,LED,UZ,4,5,8,4,118,2773.06,10061
45451,Turkish Airlines,2,LED,US,4,5,8,2,144,9163.79,83353
45452,KLM,2,LED,GR,4,5,8,2,144,2618.63,25120
45453,Turkish Airlines,3,LED,GR,4,5,8,0,114,2523.66,25030
45455,KLM,1,LED,DE,4,5,8,2,116,1413.26,18090
45456,S7 Airlines,1,LED,RU,4,5,8,4,132,2787.83,17135
45458,Nordwind Airlines,0,LED,RU,4,5,8,6,127,1878.35,7063
45459,KLM,1,LED,IT,4,5,8,0,128,2286.89,16470
45461,Azimut,1,LED,RU,4,5,8,4,118,259.4,10570
45464,Uzbekistan Airways,3,LED,IN,4,5,8,1,122,6464.49,37326
45471,Uzbekistan Airways,3,LED,KZ,4,5,8,0,114,2879.28,32873
45472,Pobeda,0,LED,RU,4,5,8,2,130,1055.34,4349
45474,S7 Airlines,2,LED,RU,4,5,8,1,143,3863.76,31400
45478,Uzbekistan Airways,1,LED,UZ,4,5,8,0,128,2902.36,7054
45479,Nordwind Airlines,0,LED,RU,4,5,8,6,141,3414.11,9433
45480,Turkish Airlines,2,LED,TR,4,5,8,0,121,2527.13,23679
45483,KLM,2,LED,GR,4,5,8,5,133,2520.28,28760
45484,Nordwind Airlines,0,LED,DE,4,5,8,1,136,1749.74,3473
45485,Turkish Airlines,1,LED,DE,4,5,8,2,144,1468.15,34053
45486,Pobeda,0,LED,RU,4,5,8,2,116,1372.48,5048
45488,Nordwind Airlines,1,LED,KZ,4,5,8,2,144,3607.24,8456
45489,Pegasus Airlines,1,LED,TR,4,5,8,4,139,2581.06,21276
45497,Aeroflot,1,LED,RU,4,5,8,0,128,6660.21,18219
45506,KLM,1,LED,US,4,5,8,2,144,8885.22,57367
45509,KLM,1,LED,IT,4,5,8,2,116,2240.64,14680
45510,Aeroflot,0,LED,RU,4,5,8,3,117,2484.49,8650
45511,Azimut,1,LED,RU,4,5,8,4,132,1514.2,3460
45512,KLM,1,LED,ES,4,5,8,0,135,2831.6,15795
45527,Nordwind Airlines,2,LED,RU,4,5,8,1,115,5893.67,28104
45528,S7 Airlines,2,LED,RU,4,5,8,1,115,4123.03,46819
45536,KLM,3,LED,IT,4,5,8,0,114,2305.49,18243
45538,S7 Airlines,1,LED,RU,4,5,8,3,117,4832.22,14957
45549,KLM,1,LED,US,4,5,8,1,143,7289.13,59170
45551,S7 Airlines,1,LED,RU,4,5,8,3,131,4174.92,19913
45553,KLM,1,LED,IT,4,5,8,0,135,2245.28,13890
45558,Pobeda,0,LED,RU,4,5,8,3,124,2030.82,6848
45559,Pobeda,0,LED,RU,4,5,8,0,114,1482.37,5048
45562,Nordwind Airlines,0,LED,RU,4,5,8,5,140,2112.14,8151
45564,Uzbekistan Airways,2,LED,IN,4,5,8,5,126,6066.03,38160
45565,Uzbekistan Airways,1,LED,UZ,4,5,8,0,135,3574.18,8135
45568,Uzbekistan Airways,1,LED,UZ,4,5,8,0,121,3571.03,10397
45570,KLM,1,LED,IT,4,5,8,0,142,2386.76,18310
45573,S7 Airlines,1,LED,RU,4,5,8,0,135,1781.34,6319
45578,Aeroflot,1,LED,KZ,4,5,8,1,122,1993.25,20032
45580,Pegasus Airlines,2,LED,GR,4,5,8,0,121,2484.45,17014
45581,KLM,1,LED,ES,4,5,8,3,117,3235.43,13101
45587,Azimut,0,LED,RU,4,5,8,5,126,1763.83,3980
45590,Uzbekistan Airways,1,LED,UZ,4,5,8,0,142,3365.16,8972
45592,Turkish Airlines,0,LED,TR,4,5,8,2,116,2558.62,19634
45593,Pobeda,0,LED,RU,4,5,8,0,121,1795.99,9098
45594,Azimut,1,LED,RU,4,5,8,4,132,1527.53,3660
45599,Pobeda,0,LED,RU,4,5,8,3,138,1090.69,3848
45600,KLM,2,LED,IT,4,5,8,0,114,2203.67,26084
45602,S7 Airlines,2,LED,RU,4,5,8,3,124,6198.57,16098
45608,Aeroflot,1,LED,RU,4,5,8,3,138,6644.23,19068
45609,Uzbekistan Airways,0,LED,UZ,4,5,8,3,131,3622.47,9688
45610,S7 Airlines,1,LED,RU,4,5,9,3,152,3649.14,13350
45617,Azimut,1,LED,RU,4,5,9,3,159,1907.22,4660
45628,Uzbekistan Airways,2,LED,IN,4,5,9,5,147,4931.49,26048
45630,Pobeda,0,LED,RU,4,5,9,5,168,1908.01,4548
45632,Turkish Airlines,2,LED,US,4,5,9,3,159,9296.07,58782
45633,Azimut,0,LED,RU,4,5,9,0,170,777.24,2380
45638,Pegasus Airlines,1,LED,TR,4,5,9,3,159,2628.94,17620
45640,Pobeda,1,LED,RU,4,5,9,0,170,3546.2,9040
45641,Pegasus Airlines,1,LED,TR,4,5,9,6,148,2573.4,18357
45642,KLM,1,LED,IT,4,5,9,4,174,2061.77,13230
45644,Azimut,1,LED,RU,4,5,9,1,150,1942.61,3260
45647,Aeroflot,0,LED,RU,4,5,9,2,151,889.58,3934
45650,Azimut,0,LED,RU,4,5,9,6,162,697.19,1780
45653,S7 Airlines,1,LED,RU,4,5,9,5,154,5737.05,29294
45659,KLM,2,LED,ES,4,5,9,1,171,2744.68,20090
45660,Uzbekistan Airways,1,LED,UZ,4,5,9,3,173,3512.29,8417
45667,Uzbekistan Airways,2,LED,IN,4,5,9,3,145,5649.36,36440
45669,KLM,1,LED,ES,4,5,9,1,157,3178.66,16280
45671,Nordwind Airlines,1,LED,RU,4,5,9,3,173,1732.29,4648
45673,Nordwind Airlines,0,LED,DE,4,5,9,6,148,1754.98,3275
45674,KLM,2,LED,IT,4,5,9,3,152,2703.39,21981
45676,Turkish Airlines,2,LED,US,4,5,9,4,160,8906.96,74049
45683,KLM,1,LED,IT,4,5,9,2,151,2719.71,16380
45684,Azimut,0,LED,RU,4,5,9,3,173,1754.46,2780
45688,Uzbekistan Airways,1,LED,UZ,4,5,9,6,169,3386.3,8417
45689,Aeroflot,1,LED,RU,4,5,9,4,146,5688.26,14377
45691,Nordwind Airlines,0,LED,RU,4,5,9,5,147,3132.3,7064
45692,KLM,1,LED,IT,4,5,9,6,148,2129.66,18170
45696,Turkish Airlines,1,LED,IT,4,5,9,0,170,1994.84,12894
45697,Nordwind Airlines,1,LED,RU,4,5,9,2,158,6528.78,16290
45698,S7 Airlines,1,LED,RU,4,5,9,5,154,4009.75,18210
45701,KLM,1,LED,ES,4,5,9,1,171,3091.71,14275
45702,Nordwind Airlines,0,LED,RU,4,5,9,5,161,2001.44,8775
45706,Pobeda,1,LED,RU,4,5,9,6,155,294.23,6193
45707,Aeroflot,0,LED,RU,4,5,9,5,154,2116.64,5970
45716,Pobeda,0,LED,RU,4,5,9,0,163,2093.35,6849
45717,KLM,1,LED,US,4,5,9,3,145,8932.25,57974
45720,Uzbekistan Airways,1,LED,UZ,4,5,9,0,156,3254.88,8832
45724,Azimut,1,LED,TR,4,5,9,1,164,2107.41,8517
45725,KLM,1,LED,IT,4,5,9,5,168,2220.92,16600
45727,KLM,3,LED,GR,4,5,9,1,171,2215.02,17198
45731,KLM,1,LED,ES,4,5,9,3,152,3572.44,18310
45732,Aeroflot,2,LED,RU,4,5,9,3,145,7064.96,25100
45735,Uzbekistan Airways,1,LED,UZ,4,5,9,1,150,3405.71,15169
45739,Nordwind Airlines,0,LED,RU,4,5,9,1,164,2583.41,5395
45740,Aeroflot,0,LED,RU,4,5,9,2,151,2031.59,6270
45741,Pobeda,0,LED,RU,4,5,9,4,160,1078.54,3249
45743,Pobeda,0,LED,RU,4,5,9,2,165,1797.29,3849
45748,Nordwind Airlines,0,LED,DE,4,5,9,3,159,1331.25,3035
45751,Turkish Airlines,2,LED,US,4,5,9,4,160,9163.79,74482
45752,KLM,3,LED,GR,4,5,9,1,150,2618.63,21581
45753,Nordwind Airlines,1,LED,RU,4,5,9,5,161,4615.62,13810
45754,KLM,1,LED,DE,4,5,9,0,156,1413.26,16350
45755,S7 Airlines,1,LED,RU,4,5,9,4,153,2787.83,17135
45757,Nordwind Airlines,0,LED,RU,4,5,9,6,169,1878.35,6283
45758,Turkish Airlines,1,LED,TR,4,5,9,3,159,2311.4,30026
45763,Turkish Airlines,2,LED,US,4,5,9,4,174,8303.6,65588
45768,Pobeda,0,LED,RU,4,5,9,3,159,1055.34,4349
45770,Aeroflot,1,LED,RU,4,5,9,2,165,3863.76,19193
45774,Uzbekistan Airways,1,LED,UZ,4,5,9,0,170,2902.36,7730
45775,Nordwind Airlines,0,LED,RU,4,5,9,4,146,3414.11,7533
45776,Pegasus Airlines,1,LED,TR,4,5,9,6,155,2527.13,17723
45778,Pobeda,0,LED,RU,4,5,9,5,161,1372.48,3849
45781,Pegasus Airlines,1,LED,TR,4,5,9,3,145,2581.06,17570
45787,S7 Airlines,1,LED,RU,4,5,9,4,167,6660.21,16649
45793,Aeroflot,0,LED,RU,4,5,9,3,152,2484.49,8650
45794,Azimut,1,LED,RU,4,5,9,4,174,1514.2,3460
45795,KLM,1,LED,ES,4,5,9,5,154,2831.6,15855
45801,Pobeda,0,LED,RU,4,5,9,1,164,1217.45,3549
45816,S7 Airlines,1,LED,RU,4,5,9,2,151,4832.22,14957
45819,Nordwind Airlines,0,LED,RU,4,5,9,1,150,3241.64,5973
45821,Turkish Airlines,1,LED,TR,4,5,9,3,159,2420.35,30026
45825,Azimut,1,LED,RU,4,5,9,4,174,1941.65,4760
45826,Uzbekistan Airways,2,LED,IN,4,5,9,3,159,5931.73,60794
45833,Pobeda,0,LED,RU,4,5,9,4,160,2030.82,4649
45834,Pobeda,0,LED,RU,4,5,9,2,158,1482.37,5048
45838,Nordwind Airlines,0,LED,RU,4,5,9,1,164,2112.14,6351
