,airline,number_of_changes,origin_city_code,destination_country_code,search_month,search_weekday,depart_month,depart_weekday,diff_days,distance,price
45840,Uzbekistan Airways,2,LED,IN,4,5,9,3,166,6066.03,34655
45841,Uzbekistan Airways,1,LED,UZ,4,5,9,2,151,3574.18,8679
45844,KLM,2,LED,IT,4,5,9,5,147,2386.76,14720
45852,Aeroflot,1,LED,KZ,4,5,9,4,153,1993.25,18294
45855,KLM,1,LED,ES,4,5,9,3,145,3235.43,13840
45857,Pobeda,0,LED,RU,4,5,9,2,172,3093.58,5649
45859,Nordwind Airlines,1,LED,RU,4,5,9,5,161,1793.99,5312
45861,Azimut,0,LED,RU,4,5,9,1,157,1763.83,2680
45863,Uzbekistan Airways,1,LED,UZ,4,5,9,2,172,3365.16,8084
45864,Pegasus Airlines,1,LED,TR,4,5,9,3,145,2558.62,17010
45865,Pobeda,0,LED,RU,4,5,9,4,160,1795.99,5748
45866,Azimut,1,LED,RU,4,5,9,4,160,1527.53,3660
45870,Pobeda,0,LED,RU,4,5,9,3,145,1090.69,3849
45871,KLM,1,LED,IT,4,5,9,4,174,2203.67,19980
45873,Nordwind Airlines,1,LED,RU,4,5,9,1,171,6198.57,14644
45880,S7 Airlines,1,LED,RU,4,5,9,4,174,2370.87,8345
45881,S7 Airlines,1,LED,RU,4,5,9,4,167,6644.23,16641
45882,Uzbekistan Airways,0,LED,UZ,4,5,9,3,173,3622.47,9688
45884,S7 Airlines,1,LED,RU,4,5,10,1,199,3649.14,13350
45889,Azimut,1,LED,RU,4,5,10,3,187,1907.22,4660
45893,Uzbekistan Airways,2,LED,IN,4,5,10,1,178,4931.49,23908
45894,Pobeda,0,LED,RU,4,5,10,4,181,1908.01,4549
45896,Azimut,0,LED,RU,4,5,10,4,202,777.24,1980
45900,Pegasus Airlines,1,LED,TR,4,5,10,4,188,2628.94,18642
45901,Pobeda,1,LED,RU,4,5,10,1,185,3546.2,8298
45902,Azimut,1,LED,RU,4,5,10,1,178,1942.61,3160
45905,Nordwind Airlines,0,LED,RU,4,5,10,3,187,889.58,3681
45906,S7 Airlines,1,LED,RU,4,5,10,5,175,2202.88,8301
45909,Azimut,0,LED,RU,4,5,10,6,176,697.19,1780
45915,KLM,2,LED,ES,4,5,10,5,175,2744.68,68320
45916,Uzbekistan Airways,1,LED,UZ,4,5,10,3,201,3512.29,9848
45918,Pobeda,1,LED,RU,4,5,10,6,183,3263.71,7944
45920,Azimut,1,LED,RU,4,5,10,2,186,2233.71,4560
45929,Azimut,0,LED,RU,4,5,10,5,175,1754.46,2780
45933,Uzbekistan Airways,1,LED,UZ,4,5,10,6,183,3386.3,8758
45936,Nordwind Airlines,0,LED,RU,4,5,10,5,203,3132.3,7164
45937,KLM,1,LED,IT,4,5,10,4,195,2129.66,18090
45943,S7 Airlines,2,LED,RU,4,5,10,5,175,6528.78,17210
45947,Nordwind Airlines,1,LED,RU,4,5,10,0,191,2001.44,6083
45949,Aeroflot,0,LED,RU,4,5,10,4,202,2116.64,5970
45953,Pobeda,0,LED,RU,4,5,10,5,175,2093.35,6849
45955,Pegasus Airlines,1,LED,TR,4,5,10,6,183,2377.74,18310
45956,Uzbekistan Airways,1,LED,UZ,4,5,10,6,190,3254.88,8228
45958,Azimut,1,LED,TR,4,5,10,1,178,2107.41,8350
45961,KLM,1,LED,ES,4,5,10,4,202,3572.44,24430
45965,Uzbekistan Airways,1,LED,UZ,4,5,10,6,176,3405.71,10783
45967,Nordwind Airlines,0,LED,RU,4,5,10,5,182,2583.41,5395
45968,Aeroflot,0,LED,RU,4,5,10,2,200,2031.59,6270
45969,Pobeda,0,LED,RU,4,5,10,6,176,1078.54,3249
45972,Pobeda,0,LED,RU,4,5,10,2,179,1797.29,3849
45974,Nordwind Airlines,0,LED,DE,4,5,10,3,187,1331.25,3335
45975,Uzbekistan Airways,2,LED,UZ,4,5,10,2,200,2773.06,18102
45977,Turkish Airlines,2,LED,US,4,5,10,5,175,9163.79,67410
45980,S7 Airlines,1,LED,RU,4,5,10,4,195,2787.83,17135
45982,Nordwind Airlines,0,LED,RU,4,5,10,6,197,1878.35,6383
45983,KLM,1,LED,IT,4,5,10,5,175,2286.89,16811
45984,Turkish Airlines,1,LED,TR,4,5,10,5,175,2311.4,31889
45991,Azimut,1,LED,RU,4,5,10,2,200,1055.34,3960
45995,Uzbekistan Airways,1,LED,UZ,4,5,10,0,184,2902.36,7730
45996,Nordwind Airlines,0,LED,RU,4,5,10,4,181,3414.11,7358
45997,Turkish Airlines,2,LED,TR,4,5,10,0,205,2527.13,22767
46000,Nordwind Airlines,0,LED,DE,4,5,10,5,175,1749.74,3288
46001,Turkish Airlines,1,LED,DE,4,5,10,2,179,1468.15,30364
46002,Pobeda,0,LED,RU,4,5,10,5,189,1372.48,3299
46004,Uzbekistan Airways,2,LED,KZ,4,5,10,4,188,3607.24,16119
46005,Pegasus Airlines,1,LED,TR,4,5,10,4,188,2581.06,17723
46010,S7 Airlines,1,LED,RU,4,5,10,2,193,6660.21,16649
46016,S7 Airlines,1,LED,RU,4,5,10,1,192,2484.49,5568
46018,Azimut,1,LED,RU,4,5,10,4,181,1514.2,3060
46027,S7 Airlines,1,LED,RU,4,5,10,6,183,1171.35,6425
46030,KLM,1,LED,DE,4,5,10,5,175,1421.26,17470
46032,S7 Airlines,1,LED,RU,4,5,10,1,185,4832.22,14957
46034,Nordwind Airlines,0,LED,RU,4,5,10,5,182,3241.64,5843
46036,Azimut,1,LED,RU,4,5,10,4,195,1941.65,4060
46039,Wizz Air,3,LED,ES,4,5,10,5,175,4936.56,27179
46043,Pobeda,0,LED,RU,4,5,10,5,203,2030.82,4649
46044,Pobeda,0,LED,RU,4,5,10,6,176,1482.37,4349
46045,Pobeda,1,LED,RU,4,5,10,4,202,2112.14,9198
46047,Uzbekistan Airways,2,LED,IN,4,5,10,3,201,6066.03,30490
46048,Uzbekistan Airways,1,LED,UZ,4,5,10,6,176,3574.18,8722
46054,Aeroflot,1,LED,RU,4,5,10,0,184,3457.3,11709
46057,Pobeda,0,LED,RU,4,5,10,4,181,3093.58,5649
46058,Nordwind Airlines,1,LED,RU,4,5,10,6,176,1793.99,4640
46059,Azimut,1,LED,RU,4,5,10,4,202,1763.83,58080
46061,Uzbekistan Airways,1,LED,UZ,4,5,10,5,175,3365.16,7650
46062,Pegasus Airlines,1,LED,TR,4,5,10,3,180,2558.62,17640
46063,Pobeda,0,LED,RU,4,5,10,3,201,1795.99,5748
46064,Azimut,1,LED,RU,4,5,10,4,202,1527.53,3260
46066,Pobeda,0,LED,RU,4,5,10,0,184,1090.69,3348
46068,S7 Airlines,2,LED,RU,4,5,10,6,176,6198.57,16117
46070,Uzbekistan Airways,3,LED,IN,4,5,10,2,179,6904.08,39062
46072,S7 Airlines,1,LED,RU,4,5,10,6,176,2370.87,8976
46073,S7 Airlines,1,LED,RU,4,5,10,4,188,6644.23,16641
46074,Uzbekistan Airways,1,LED,UZ,4,5,10,4,181,3622.47,11415
46078,S7 Airlines,1,LED,RU,4,5,11,1,206,1907.22,5725
46081,Turkish Airlines,1,LED,IN,4,5,11,3,215,4931.49,19251
46082,S7 Airlines,1,LED,RU,4,5,11,0,219,1908.01,8211
46085,Turkish Airlines,1,LED,TR,4,5,11,0,219,2628.94,19279
46086,S7 Airlines,1,LED,RU,4,5,11,3,215,3546.2,9821
46087,S7 Airlines,1,LED,RU,4,5,11,3,229,1942.61,5461
46093,S7 Airlines,1,LED,RU,4,5,11,1,234,3263.71,10626
46095,Aeroflot,0,LED,RU,4,5,11,3,229,2233.71,6147
46100,Turkish Airlines,1,LED,IT,4,5,11,6,225,2719.71,14370
46101,S7 Airlines,1,LED,RU,4,5,11,4,209,1754.46,4653
46103,Turkish Airlines,1,LED,KZ,4,5,11,4,230,2721.78,20068
46104,Turkish Airlines,1,LED,UZ,4,5,11,4,223,3386.3,19102
46105,Aeroflot,1,LED,RU,4,5,11,3,222,5688.26,14377
46106,S7 Airlines,1,LED,RU,4,5,11,1,213,1395.72,6452
46107,S7 Airlines,1,LED,RU,4,5,11,1,206,3132.3,8150
46113,Turkish Airlines,1,LED,IT,4,5,11,3,215,1994.84,12894
46115,S7 Airlines,1,LED,RU,4,5,11,5,210,6528.78,17895
46116,S7 Airlines,1,LED,RU,4,5,11,5,217,1104.71,5956
46117,Turkish Airlines,1,LED,US,4,5,11,1,206,9196.21,30150
46119,Aeroflot,1,LED,RU,4,5,11,1,213,2001.44,9260
46121,S7 Airlines,1,LED,RU,4,5,11,1,206,2116.64,7484
46123,S7 Airlines,1,LED,RU,4,5,11,2,214,2093.35,9252
46124,KLM,1,LED,ES,4,5,11,3,222,3118.56,15860
46125,Aeroflot,0,LED,RU,4,5,11,1,227,806.2,5066
46126,S7 Airlines,1,LED,RU,4,5,11,6,211,4422.62,12482
46127,Turkish Airlines,0,LED,TR,4,5,11,3,229,2107.41,13322
46130,S7 Airlines,1,LED,RU,4,5,11,0,233,2583.41,8371
46131,S7 Airlines,1,LED,RU,4,5,11,0,212,1797.29,6687
46134,Turkish Airlines,1,LED,DE,4,5,11,0,233,1751.53,12993
46135,Turkish Airlines,1,LED,DE,4,5,11,0,233,1331.25,14319
46136,Turkish Airlines,2,LED,US,4,5,11,1,206,9163.79,54650
46139,KLM,2,LED,GR,4,5,11,4,223,2523.66,29840
46140,S7 Airlines,1,LED,RU,4,5,11,3,208,2787.83,17145
46142,Aeroflot,1,LED,RU,4,5,11,4,216,1878.35,9725
46146,Aeroflot,0,LED,RU,4,5,11,6,211,747.97,4982
46152,S7 Airlines,1,LED,RU,4,5,11,4,209,3414.11,9916
46153,S7 Airlines,1,LED,RU,4,5,11,3,229,994.99,4664
46155,Turkish Airlines,1,LED,KZ,4,5,11,4,209,3607.24,19468
46156,Turkish Airlines,1,LED,TR,4,5,11,3,215,2581.06,21104
46157,Aeroflot,0,LED,RU,4,5,11,6,232,1636.33,5987
46158,S7 Airlines,3,LED,RU,4,5,11,5,231,1384.5,18207
46159,S7 Airlines,1,LED,RU,4,5,11,3,215,6660.21,16649
46164,Aeroflot,0,LED,RU,4,5,11,2,228,1514.2,7940
46165,KLM,1,LED,ES,4,5,11,6,211,2831.6,15760
46167,Aeroflot,0,LED,RU,4,5,11,3,208,1217.45,5851
46168,S7 Airlines,1,LED,RU,4,5,11,6,211,2313.5,9066
46172,S7 Airlines,1,LED,RU,4,5,11,0,219,4832.22,20097
46174,S7 Airlines,1,LED,RU,4,5,11,3,208,3241.64,10899
46177,S7 Airlines,1,LED,RU,4,5,11,1,220,1941.65,5743
46181,S7 Airlines,1,LED,RU,4,5,11,1,206,1482.37,5311
46185,Turkish Airlines,2,LED,IN,4,5,11,3,222,6066.03,35150
46186,Turkish Airlines,2,LED,UZ,4,5,11,2,235,3574.18,26205
46190,S7 Airlines,1,LED,RU,4,5,11,6,218,1781.34,6319
46194,KLM,1,LED,GR,4,5,11,3,208,2484.45,17305
46195,S7 Airlines,0,LED,RU,4,5,11,4,216,3093.58,8699
46196,Aeroflot,0,LED,RU,4,5,11,3,208,1793.99,7373
46199,Turkish Airlines,1,LED,UZ,4,5,11,2,235,3365.16,18586
46200,Turkish Airlines,1,LED,TR,4,5,11,3,229,2558.62,17390
46201,S7 Airlines,1,LED,RU,4,5,11,4,216,1527.53,5380
46204,S7 Airlines,2,LED,RU,4,5,11,6,218,6198.57,17354
46209,S7 Airlines,1,LED,RU,4,5,12,5,266,3649.14,13350
46220,S7 Airlines,1,LED,RU,4,5,12,6,239,1908.01,8211
46225,Turkish Airlines,1,LED,TR,4,5,12,3,236,2628.94,19357
46226,S7 Airlines,1,LED,RU,4,5,12,2,256,3546.2,9821
46227,S7 Airlines,1,LED,RU,4,5,12,2,256,1942.61,6151
46228,Aeroflot,0,LED,RU,4,5,12,0,261,889.58,3934
46233,S7 Airlines,1,LED,RU,4,5,12,4,265,3263.71,10766
46236,S7 Airlines,1,LED,RU,4,5,12,6,239,2233.71,5862
46238,Aeroflot,1,LED,RU,4,5,12,3,264,1122.11,8518
46239,S7 Airlines,1,LED,RU,4,5,12,1,262,1732.29,6721
46245,S7 Airlines,1,LED,RU,4,5,12,6,253,1754.46,4793
46248,Turkish Airlines,1,LED,UZ,4,5,12,4,237,3386.3,19297
46250,S7 Airlines,1,LED,RU,4,5,12,5,266,1395.72,7742
46251,Aeroflot,1,LED,RU,4,5,12,0,261,3132.3,9299
46259,S7 Airlines,1,LED,RU,4,5,12,2,242,6528.78,17895
46260,Turkish Airlines,1,LED,US,4,5,12,4,251,9196.21,25265
46262,Aeroflot,1,LED,RU,4,5,12,4,265,2001.44,10480
46264,S7 Airlines,1,LED,RU,4,5,12,3,236,2093.35,9252
46265,Aeroflot,0,LED,RU,4,5,12,1,248,806.2,4991
46266,S7 Airlines,1,LED,RU,4,5,12,5,238,4422.62,12450
46267,Turkish Airlines,0,LED,TR,4,5,12,4,237,2107.41,13733
46269,Turkish Airlines,1,LED,GR,4,5,12,2,256,2215.02,20503
46271,S7 Airlines,1,LED,RU,4,5,12,6,239,2583.41,8371
46272,S7 Airlines,1,LED,RU,4,5,12,3,236,1797.29,6547
46276,Turkish Airlines,2,LED,US,4,5,12,4,251,9163.79,37840
46278,S7 Airlines,1,LED,RU,4,5,12,0,261,4615.62,15990
46280,S7 Airlines,1,LED,RU,4,5,12,3,243,2787.83,17285
46282,Aeroflot,1,LED,RU,4,5,12,5,266,1878.35,10662
46283,Aeroflot,0,LED,RU,4,5,12,4,265,747.97,7418
46285,S7 Airlines,1,LED,RU,4,5,12,6,253,1055.34,5767
46286,S7 Airlines,1,LED,RU,4,5,12,4,265,869.19,7188
46288,Turkish Airlines,1,LED,UZ,4,5,12,3,236,2902.36,20563
46289,S7 Airlines,1,LED,RU,4,5,12,4,258,3414.11,9821
46290,Aeroflot,0,LED,RU,4,5,12,5,252,994.99,5350
46292,Turkish Airlines,1,LED,KZ,4,5,12,3,236,3607.24,19211
46294,Aeroflot,0,LED,RU,4,5,12,0,261,1636.33,5987
46295,Aeroflot,1,LED,RU,4,5,12,4,265,1384.5,9287
46297,S7 Airlines,1,LED,RU,4,5,12,4,265,6660.21,16649
46303,KLM,1,LED,IT,4,5,12,3,250,2240.64,20290
46304,Aeroflot,0,LED,RU,4,5,12,3,243,1514.2,7953
46309,Aeroflot,0,LED,RU,4,5,12,5,259,1217.45,5851
46310,Aeroflot,0,LED,RU,4,5,12,2,263,2313.5,7890
46311,S7 Airlines,1,LED,RU,4,5,12,2,242,1171.35,6285
46318,S7 Airlines,1,LED,RU,4,5,12,3,236,3241.64,10899
46321,S7 Airlines,1,LED,RU,4,5,12,5,252,1941.65,5781
46322,Aeroflot,0,LED,RU,4,5,12,4,265,2030.82,7678
46323,S7 Airlines,1,LED,RU,4,5,12,3,243,1482.37,5311
46325,Turkish Airlines,1,LED,UZ,4,5,12,3,236,3574.18,18586
46327,S7 Airlines,1,LED,RU,4,5,12,4,265,1781.34,7199
46331,KLM,1,LED,GR,4,5,12,3,236,2484.45,16465
46333,S7 Airlines,0,LED,RU,4,5,12,3,236,3093.58,9669
46334,S7 Airlines,2,LED,RU,4,5,12,2,263,1793.99,18420
46336,Turkish Airlines,1,LED,UZ,4,5,12,3,236,3365.16,20563
46337,Turkish Airlines,1,LED,TR,4,5,12,3,250,2558.62,19236
46338,Aeroflot,0,LED,RU,4,5,12,4,265,1527.53,5764
46341,S7 Airlines,2,LED,RU,4,5,12,1,241,6198.57,17354
46345,Azimut,1,AER,TR,4,5,4,4,20,369.92,23981
46346,S7 Airlines,1,AER,RU,4,5,4,5,0,3867.3,15145
46348,Aeroflot,1,AER,TR,4,5,4,2,11,753.09,21224
46354,Azimut,1,AER,RU,4,5,4,3,12,708.98,5660
46360,Aeroflot,1,AER,RU,4,5,4,5,0,2743.66,9992
46367,Nordwind Airlines,2,AER,RU,4,5,4,2,4,2720.81,17404
46373,Uzbekistan Airways,1,AER,IN,4,5,4,6,15,3690.84,27757
46376,Nordwind Airlines,0,AER,RU,4,5,4,4,20,2029.01,9860
46380,Azimut,0,AER,RU,4,5,4,2,18,1167.15,2380
46383,Azimut,1,AER,TR,4,5,4,5,14,273.35,17178
46389,Pegasus Airlines,3,AER,ES,4,5,4,3,12,5331.38,32697
46391,Azimut,1,AER,TR,4,5,4,5,14,1027.5,18324
46393,Pobeda,1,AER,RU,4,5,4,1,17,2799.86,14275
46394,Aeroflot,1,AER,KZ,4,5,4,3,5,3279.04,19354
46395,Pobeda,1,AER,RU,4,5,4,1,17,3915.88,11598
46398,Azimut,1,AER,TR,4,5,4,0,16,819.71,17689
46399,Pegasus Airlines,2,AER,IT,4,5,4,0,16,2303.97,23200
46401,Azimut,0,AER,RU,4,5,4,5,0,266.41,2980
46404,Nordwind Airlines,0,AER,RU,4,5,4,6,1,1446.39,5266
46408,Pegasus Airlines,2,AER,DE,4,5,4,4,20,2425.42,26066
46410,Azimut,0,AER,RU,4,5,4,2,4,1261.21,4416
46411,Wizz Air,2,AER,DE,4,5,4,3,19,2565.21,23120
46413,Turkish Airlines,1,AER,KZ,4,5,4,0,9,2301.45,32326
46415,S7 Airlines,2,AER,RU,4,5,4,4,20,6921.36,20230
46421,Uzbekistan Airways,0,AER,UZ,4,5,4,1,10,2606.57,10394
46423,S7 Airlines,1,AER,RU,4,5,4,6,1,3516.57,11508
46424,Aeroflot,2,AER,RU,4,5,4,2,11,3028.73,16259
46425,Azimut,1,AER,RU,4,5,4,5,0,629.87,4030
46427,Wizz Air,2,AER,IN,4,5,4,3,5,4092.82,35134
46430,Uzbekistan Airways,3,AER,US,4,5,4,5,21,8841.78,102050
46432,Pobeda,1,AER,RU,4,5,4,2,11,264.34,13117
46435,Pegasus Airlines,3,AER,IT,4,5,4,1,17,2322.49,31018
46438,Pobeda,3,AER,KZ,4,5,4,2,4,2534.68,43600
46440,S7 Airlines,0,AER,RU,4,5,4,5,7,1502.61,8470
46443,Azimut,2,AER,TR,4,5,4,5,7,1068.15,33992
46444,Wizz Air,2,AER,IT,4,5,4,1,3,2198.11,26035
46445,Aeroflot,1,AER,UZ,4,5,4,2,11,2115.83,24002
46446,Azimut,1,AER,RU,4,5,4,5,14,187.56,4060
46449,Nordwind Airlines,1,AER,KZ,4,5,4,3,12,1510.73,20407
46455,Aeroflot,1,AER,KZ,4,5,4,6,15,898.5,19036
46456,Aeroflot,0,AER,KZ,4,5,4,2,4,2502.41,13984
46458,Pobeda,1,AER,UZ,4,5,4,2,11,2278.77,12855
46460,Nordwind Airlines,0,AER,RU,4,5,4,5,21,1345.48,8441
46461,Pobeda,2,AER,RU,4,5,4,1,17,4092.3,16404
46464,Pobeda,1,AER,RU,4,5,4,5,0,3454.15,11316
46465,Azimut,1,AER,TR,4,5,4,3,5,691.79,22493
46466,Azimut,2,AER,IT,4,5,4,0,16,2283.98,22613
46472,Pegasus Airlines,2,AER,IT,4,5,4,0,16,2191.77,23134
46474,Aeroflot,1,AER,KZ,4,5,4,1,10,2041.03,21408
46476,Pobeda,2,AER,RU,4,5,4,0,2,2527.08,14253
46479,S7 Airlines,2,AER,RU,4,5,4,5,0,4487.84,17231
46480,Nordwind Airlines,0,AER,RU,4,5,4,6,15,836.94,6145
46486,Aeroflot,2,AER,RU,4,5,4,0,9,6867.72,30288
46488,Azimut,2,AER,GR,4,5,4,0,2,1188.02,64518
46494,Pobeda,1,AER,KZ,4,5,4,0,16,2621.72,22607
46497,Azimut,0,AER,RU,4,5,4,0,2,2061.52,4980
46502,Azimut,2,AER,GR,4,5,4,3,12,1716.8,28300
46503,Aeroflot,1,AER,RU,4,5,4,3,19,1761.27,9850
46507,Azimut,1,AER,RU,4,5,4,5,7,1885.49,9996
46508,Azimut,1,AER,TR,4,5,4,3,5,639.67,15981
46509,Pobeda,1,AER,UZ,4,5,4,3,12,2073.37,11540
46512,Azimut,0,AER,TR,4,5,4,5,14,955.65,12110
46513,Pegasus Airlines,3,AER,IT,4,5,4,0,2,2560.36,28251
46517,Azimut,2,AER,GR,4,5,4,3,12,1437.53,21315
46518,Azimut,2,AER,GR,4,5,4,0,9,1553.61,27670
46521,S7 Airlines,3,AER,RU,4,5,4,5,0,7829.72,26059
46523,Aeroflot,1,AER,KZ,4,5,4,2,4,2408.22,17580
46524,Uzbekistan Airways,1,AER,UZ,4,5,4,1,10,2215.39,10475
46530,Aeroflot,1,AER,RU,4,5,4,3,12,2706.83,9894
46531,Azimut,2,AER,RU,4,5,4,5,0,303.44,10668
46532,Pobeda,1,AER,RU,4,5,4,1,17,1503.73,7848
46540,Aeroflot,1,AER,TR,4,5,4,4,6,847.39,24363
46541,Pegasus Airlines,2,AER,DE,4,5,4,0,2,2232.47,23231
46543,Wizz Air,2,AER,DE,4,5,4,4,13,2189.7,21376
46546,S7 Airlines,1,AER,UZ,4,5,4,1,3,1602.66,14340
46550,Pobeda,1,AER,RU,4,5,4,1,17,1765.9,9675
46552,Turkish Airlines,2,AER,US,4,5,4,2,18,11103.59,65808
46553,Pegasus Airlines,3,AER,GR,4,5,4,5,21,1276.99,35201
46555,Turkish Airlines,3,AER,GR,4,5,4,3,12,1402.2,29898
46560,Nordwind Airlines,0,AER,RU,4,5,4,0,2,1787.1,5948
46563,Azimut,0,AER,RU,4,5,4,1,10,1791.04,4380
46566,Aeroflot,0,AER,RU,4,5,4,4,20,1932.5,5481
46567,Wizz Air,3,AER,IN,4,5,4,5,14,4926.65,29576
46573,Nordwind Airlines,0,AER,RU,4,5,4,4,20,931.8,4281
46575,Aeroflot,3,AER,RU,4,5,4,6,1,6991.26,35217
46576,Azimut,2,AER,RU,4,5,4,2,4,1592.21,12211
46577,S7 Airlines,1,AER,RU,4,5,4,1,3,4892.65,17258
46578,S7 Airlines,1,AER,RU,4,5,4,0,2,2710.89,10313
46583,Aeroflot,0,AER,UZ,4,5,4,4,13,1704.59,11814
46584,S7 Airlines,1,AER,RU,4,5,4,5,0,3582.35,10996
46585,Aeroflot,2,AER,RU,4,5,4,2,4,4715.13,25427
46586,Aeroflot,0,AER,TR,4,5,4,6,15,1246.15,13370
46591,Pegasus Airlines,2,AER,DE,4,5,4,5,0,2620.4,22937
46592,Azimut,1,AER,TR,4,5,4,4,6,623.75,20482
46593,Azimut,2,AER,RU,4,5,4,5,14,1603.51,9390
46597,Azimut,1,AER,TR,4,5,4,5,14,1207.47,17409
46603,S7 Airlines,2,AER,RU,4,5,4,5,0,7437.75,19322
46605,Pegasus Airlines,3,AER,ES,4,5,4,2,11,3425.0,38235
46609,Wizz Air,2,AER,DE,4,5,4,6,1,2516.56,28166
46610,Pegasus Airlines,2,AER,IT,4,5,4,2,18,2091.64,27567
46618,Turkish Airlines,4,AER,US,4,5,4,5,0,10822.51,95387
46620,Wizz Air,3,AER,IT,4,5,4,4,20,2477.76,29508
46621,S7 Airlines,1,AER,RU,4,5,4,5,0,3094.81,12193
46624,Wizz Air,2,AER,ES,4,5,4,4,20,3093.68,24213
46629,Aeroflot,1,AER,RU,4,5,4,1,17,1508.73,7895
46633,Azimut,2,AER,DE,4,5,4,1,10,2590.95,24902
46654,Pobeda,1,AER,RU,4,5,4,5,0,3343.12,11960
46664,Turkish Airlines,2,AER,US,4,5,4,1,17,9157.52,98846
46666,S7 Airlines,1,AER,RU,4,5,4,4,20,5051.5,18096
46672,S7 Airlines,2,AER,RU,4,5,4,5,0,5330.97,19036
46673,Pobeda,2,AER,RU,4,5,4,5,21,2819.07,14131
46675,Nordwind Airlines,1,AER,RU,4,5,4,6,1,1957.62,8396
46676,Azimut,2,AER,IN,4,5,4,5,0,4639.08,42909
46681,Wizz Air,3,AER,IN,4,5,4,3,5,4474.94,29146
46682,Aeroflot,0,AER,UZ,4,5,4,5,14,2638.32,11991
46686,Aeroflot,1,AER,UZ,4,5,4,4,6,2671.01,15393
46687,Uzbekistan Airways,3,AER,IN,4,5,4,0,2,4756.48,52223
46691,Turkish Airlines,3,AER,US,4,5,4,0,9,12588.7,167180
46693,Pobeda,1,AER,RU,4,5,4,3,12,197.89,11253
46696,Turkish Airlines,3,AER,US,4,5,4,3,19,9968.42,94910
46699,Aeroflot,1,AER,KZ,4,5,4,6,1,1221.92,29900
46700,Azimut,3,AER,IT,4,5,4,0,16,2100.75,25223
46703,Aeroflot,1,AER,KZ,4,5,4,2,18,1014.79,22405
46704,Aeroflot,1,AER,RU,4,5,4,3,12,3499.59,13056
46705,Wizz Air,2,AER,GR,4,5,4,5,21,1478.52,20504
46709,S7 Airlines,0,AER,RU,4,5,4,6,1,3295.85,10569
46711,Nordwind Airlines,1,AER,RU,4,5,4,5,21,474.26,11923
46712,Pobeda,1,AER,RU,4,5,4,1,17,3057.87,13172
46714,Uzbekistan Airways,0,AER,UZ,4,5,4,6,8,2410.1,7134
46717,Aeroflot,0,AER,TR,4,5,4,3,19,1063.73,10305
46719,Pobeda,1,AER,RU,4,5,4,1,17,266.31,12056
46724,Pegasus Airlines,1,AER,DE,4,5,4,3,5,2294.99,23672
46731,S7 Airlines,1,AER,RU,4,5,4,4,20,6881.97,18135
46735,Aeroflot,1,AER,RU,4,5,4,5,0,3349.38,10751
46737,S7 Airlines,2,AER,RU,4,5,4,1,10,7802.81,21300
46738,Uzbekistan Airways,1,AER,UZ,4,5,4,5,7,2407.19,11895
46741,Azimut,1,AER,TR,4,5,5,4,27,369.92,20768
46742,Aeroflot,1,AER,RU,4,5,5,0,44,3867.3,14617
46744,Turkish Airlines,1,AER,TR,4,5,5,4,27,753.09,21863
46748,Azimut,1,AER,RU,4,5,5,3,47,708.98,2760
46756,Aeroflot,1,AER,RU,4,5,5,4,41,2743.66,8333
46760,Pobeda,1,AER,RU,4,5,5,4,41,1551.98,10873
46761,S7 Airlines,3,AER,RU,4,5,5,1,31,4504.98,21351
46767,Uzbekistan Airways,2,AER,IN,4,5,5,3,40,3690.84,32952
46769,Azimut,1,AER,RU,4,5,5,0,37,2029.01,6146
46771,Turkish Airlines,2,AER,US,4,5,5,1,38,9758.06,203385
46772,Azimut,0,AER,RU,4,5,5,2,39,1167.15,2580
46773,Azimut,2,AER,TR,4,5,5,1,38,273.35,19674
46774,Azimut,1,AER,RU,4,5,5,1,38,1575.89,6750
46777,Pegasus Airlines,2,AER,TR,4,5,5,5,35,1027.5,17247
46778,Azimut,3,AER,RU,4,5,5,3,47,2799.86,12780
46779,Nordwind Airlines,3,AER,KZ,4,5,5,3,47,3279.04,21112
46780,Nordwind Airlines,0,AER,RU,4,5,5,1,45,3915.88,8881
46782,Azimut,2,AER,TR,4,5,5,6,43,819.71,16715
46783,Wizz Air,3,AER,IT,4,5,5,0,44,2303.97,28671
46785,Azimut,0,AER,RU,4,5,5,3,47,266.41,1580
46789,Azimut,1,AER,RU,4,5,5,2,39,1446.39,4060
46791,Aeroflot,1,AER,RU,4,5,5,3,26,2028.22,13313
46794,Pegasus Airlines,2,AER,DE,4,5,5,3,26,2425.42,25213
46796,Azimut,0,AER,RU,4,5,5,2,46,1261.21,4469
46797,Pegasus Airlines,2,AER,DE,4,5,5,3,40,2565.21,29439
46799,Turkish Airlines,1,AER,KZ,4,5,5,0,51,2301.45,32249
46800,S7 Airlines,2,AER,RU,4,5,5,4,48,6921.36,19960
46806,Uzbekistan Airways,1,AER,UZ,4,5,5,1,45,2606.57,10999
46808,Nordwind Airlines,1,AER,RU,4,5,5,3,47,3516.57,10750
46810,Azimut,0,AER,RU,4,5,5,5,35,629.87,1580
46814,Wizz Air,2,AER,ES,4,5,5,5,42,3573.32,17671
46815,Turkish Airlines,2,AER,US,4,5,5,0,44,8841.78,55942
46816,Nordwind Airlines,0,AER,RU,4,5,5,0,51,2147.85,4739
46824,S7 Airlines,0,AER,RU,4,5,5,1,52,1502.61,6930
