,airline,number_of_changes,origin_city_code,destination_country_code,search_weekday,depart_weekday,diff_days,distance,price,number_of_changes_category,airline_category,destination_category
18750,Nordwind Airlines,1,LED,RU,1,6,54,6198.57,13240,1,Nordwind Airlines,domestic
18751,Turkish Airlines,3,LED,TR,1,6,26,2531.83,32068,3+,Turkish Airlines,tourism
18752,Uzbekistan Airways,3,LED,IN,1,1,35,6904.08,46906,3+,Uzbekistan Airways,tourism
18753,S7 Airlines,1,LED,RU,1,3,30,2370.87,6341,1,S7 Airlines,domestic
18754,S7 Airlines,1,LED,RU,1,1,42,6644.23,16501,1,S7 Airlines,domestic
18755,Uzbekistan Airways,1,LED,UZ,1,5,53,3622.47,10006,1,Uzbekistan Airways,cis
18756,Uzbekistan Airways,2,LED,IN,1,3,51,4302.03,57768,2,Uzbekistan Airways,tourism
18757,Pegasus Airlines,2,LED,DE,1,1,28,1630.09,35464,2,Pegasus Airlines,culture
18758,S7 Airlines,1,LED,RU,1,3,72,3649.14,13350,1,S7 Airlines,domestic
18759,Azimut,1,LED,RU,1,3,79,1907.22,6460,1,Azimut,domestic
18760,Aeroflot,2,LED,RU,1,0,76,7030.5,25100,2,Aeroflot,domestic
18761,S7 Airlines,2,LED,RU,1,2,57,2098.42,9312,2,S7 Airlines,domestic
18762,Uzbekistan Airways,1,LED,IN,1,1,77,4931.49,26920,1,Uzbekistan Airways,tourism
18763,Turkish Airlines,1,LED,US,1,1,70,8633.92,64610,1,Turkish Airlines,culture
18764,Azimut,0,LED,RU,1,2,57,777.24,2380,0,Azimut,domestic
18765,Pegasus Airlines,1,LED,TR,1,4,66,2201.82,23465,1,Pegasus Airlines,tourism
18766,Pegasus Airlines,1,LED,TR,1,4,59,2628.94,19390,1,Pegasus Airlines,tourism
18767,S7 Airlines,1,LED,RU,1,4,59,3546.2,9541,1,S7 Airlines,domestic
18768,Pegasus Airlines,1,LED,TR,1,6,75,2573.4,20067,1,Pegasus Airlines,tourism
18769,Wizz Air,3,LED,IT,1,0,69,2061.77,22180,3+,Other,culture
18770,Azimut,1,LED,RU,1,5,74,1942.61,4260,1,Azimut,domestic
18771,Nordwind Airlines,0,LED,RU,1,1,77,889.58,3671,0,Nordwind Airlines,domestic
18772,Nordwind Airlines,0,LED,DE,1,2,64,1838.93,6891,0,Nordwind Airlines,culture
18773,Azimut,0,LED,RU,1,1,84,697.19,1780,0,Azimut,domestic
18774,Turkish Airlines,1,LED,KZ,1,2,57,3152.33,30533,1,Turkish Airlines,cis
18775,Turkish Airlines,3,LED,DE,1,3,86,1638.99,48229,3+,Turkish Airlines,culture
18776,S7 Airlines,1,LED,RU,1,3,58,5737.05,16589,1,S7 Airlines,domestic
18777,KLM,2,LED,ES,1,5,81,2744.68,75380,2,Other,tourism
18778,Uzbekistan Airways,1,LED,UZ,1,6,75,3512.29,8639,1,Uzbekistan Airways,cis
18779,Azimut,1,LED,RU,1,2,78,2233.71,6660,1,Azimut,domestic
18780,Uzbekistan Airways,2,LED,IN,1,5,81,5649.36,39227,2,Uzbekistan Airways,tourism
18781,S7 Airlines,1,LED,RU,1,2,57,1732.29,7370,1,S7 Airlines,domestic
18782,Nordwind Airlines,0,LED,DE,1,2,57,1754.98,3383,0,Nordwind Airlines,culture
18783,Turkish Airlines,2,LED,US,1,1,70,8506.58,40718,2,Turkish Airlines,culture
18784,Wizz Air,2,LED,IT,1,4,73,2719.71,19634,2,Other,culture
18785,Uzbekistan Airways,1,LED,UZ,1,2,85,3256.68,9338,1,Uzbekistan Airways,cis
18786,Azimut,1,LED,RU,1,2,57,1754.46,4060,1,Azimut,domestic
18787,Uzbekistan Airways,3,LED,KZ,1,4,73,2263.35,20936,3+,Uzbekistan Airways,cis
18788,Uzbekistan Airways,1,LED,UZ,1,1,63,3386.3,9080,1,Uzbekistan Airways,cis
18789,Aeroflot,1,LED,RU,1,2,57,5688.26,14225,1,Aeroflot,domestic
18790,Pobeda,1,LED,RU,1,1,77,3132.3,8963,1,Pobeda,domestic
18791,Wizz Air,1,LED,IT,1,0,62,2129.66,20495,1,Other,culture
18792,Aeroflot,1,LED,KZ,1,1,77,2141.63,19644,1,Aeroflot,cis
18793,Turkish Airlines,3,LED,GR,1,1,84,2746.05,32066,3+,Turkish Airlines,tourism
18794,Nordwind Airlines,0,LED,RU,1,3,58,6528.78,11732,0,Nordwind Airlines,domestic
18795,Nordwind Airlines,0,LED,RU,1,2,57,1104.71,4690,0,Nordwind Airlines,domestic
18796,Nordwind Airlines,1,LED,RU,1,0,76,2001.44,6350,1,Nordwind Airlines,domestic
18797,Turkish Airlines,2,LED,US,1,4,80,8894.01,76256,2,Turkish Airlines,culture
18798,Pobeda,1,LED,RU,1,3,58,294.23,6193,1,Pobeda,domestic
18799,Aeroflot,0,LED,RU,1,4,59,2116.64,5986,0,Aeroflot,domestic
18800,Wizz Air,2,LED,GR,1,4,66,2371.28,21432,2,Other,tourism
18801,Pobeda,0,LED,RU,1,1,63,2093.35,10199,0,Pobeda,domestic
18802,Wizz Air,2,LED,ES,1,2,57,3118.56,23862,2,Other,tourism
18803,Pobeda,0,LED,RU,1,1,77,806.2,3949,0,Pobeda,domestic
18804,Pegasus Airlines,1,LED,TR,1,6,68,2377.74,19170,1,Pegasus Airlines,tourism
18805,Uzbekistan Airways,1,LED,UZ,1,3,65,3254.88,8128,1,Uzbekistan Airways,cis
18806,Azimut,1,LED,TR,1,1,77,2107.41,11655,1,Azimut,tourism
18807,Wizz Air,2,LED,GR,1,2,64,2215.02,20118,2,Other,tourism
18808,Wizz Air,2,LED,GR,1,0,62,2757.44,22055,2,Other,tourism
18809,Wizz Air,2,LED,ES,1,4,73,3572.44,27233,2,Other,tourism
18810,Aeroflot,2,LED,RU,1,0,76,7064.96,25100,2,Aeroflot,domestic
18811,Uzbekistan Airways,1,LED,UZ,1,0,76,3405.71,9338,1,Uzbekistan Airways,cis
18812,Aeroflot,0,LED,RU,1,2,71,2031.59,6270,0,Aeroflot,domestic
18813,Pobeda,0,LED,RU,1,5,60,1078.54,4449,0,Pobeda,domestic
18814,Nordwind Airlines,0,LED,DE,1,3,79,1331.25,3430,0,Nordwind Airlines,culture
18815,Uzbekistan Airways,1,LED,UZ,1,3,86,2773.06,8639,1,Uzbekistan Airways,cis
18816,Wizz Air,2,LED,GR,1,0,62,2618.63,22544,2,Other,tourism
18817,S7 Airlines,1,LED,RU,1,4,59,2787.83,17135,1,S7 Airlines,domestic
18818,Wizz Air,2,LED,IT,1,0,69,2286.89,21135,2,Other,culture
18819,Uzbekistan Airways,3,LED,IN,1,2,57,6464.49,39389,3+,Uzbekistan Airways,tourism
18820,Uzbekistan Airways,2,LED,KZ,1,4,66,2879.28,36890,2,Uzbekistan Airways,cis
18821,Pobeda,0,LED,RU,1,1,70,1055.34,5049,0,Pobeda,domestic
18822,Nordwind Airlines,2,LED,RU,1,2,85,6057.94,24071,2,Nordwind Airlines,domestic
18823,Uzbekistan Airways,1,LED,UZ,1,0,83,2902.36,8233,1,Uzbekistan Airways,cis
18824,Nordwind Airlines,0,LED,RU,1,2,57,3414.11,9483,0,Nordwind Airlines,domestic
18825,Pegasus Airlines,1,LED,TR,1,3,58,2527.13,21036,1,Pegasus Airlines,tourism
18826,Nordwind Airlines,0,LED,DE,1,5,74,1749.74,3383,0,Nordwind Airlines,culture
18827,Pegasus Airlines,1,LED,TR,1,4,66,2554.82,23465,1,Pegasus Airlines,tourism
18828,Pobeda,0,LED,RU,1,3,72,1372.48,5649,0,Pobeda,domestic
18829,Uzbekistan Airways,2,LED,KZ,1,2,78,3607.24,15254,2,Uzbekistan Airways,cis
18830,S7 Airlines,1,LED,RU,1,3,58,6660.21,16649,1,S7 Airlines,domestic
18831,Turkish Airlines,1,LED,ES,1,4,59,2893.9,51690,1,Turkish Airlines,tourism
18832,Turkish Airlines,2,LED,US,1,3,72,8885.22,64364,2,Turkish Airlines,culture
18833,Turkish Airlines,2,LED,IT,1,6,61,2240.64,64152,2,Turkish Airlines,culture
18834,S7 Airlines,1,LED,RU,1,5,60,2484.49,5708,1,S7 Airlines,domestic
18835,Azimut,1,LED,RU,1,0,83,1514.2,3460,1,Azimut,domestic
18836,S7 Airlines,1,LED,RU,1,5,74,5049.92,17771,1,S7 Airlines,domestic
18837,S7 Airlines,1,LED,RU,1,1,77,4832.22,14957,1,S7 Airlines,domestic
18838,Turkish Airlines,2,LED,TR,1,0,83,2420.35,35345,2,Turkish Airlines,tourism
18839,Azimut,1,LED,RU,1,4,80,1941.65,7076,1,Azimut,domestic
18840,Pobeda,0,LED,RU,1,3,65,2030.82,6849,0,Pobeda,domestic
18841,Pobeda,0,LED,RU,1,0,62,1482.37,5049,0,Pobeda,domestic
18842,Pobeda,1,LED,RU,1,1,63,2112.14,8855,1,Pobeda,domestic
18843,Uzbekistan Airways,2,LED,IN,1,3,65,6066.03,37550,2,Uzbekistan Airways,tourism
18844,Uzbekistan Airways,1,LED,UZ,1,0,83,3574.18,9080,1,Uzbekistan Airways,cis
18845,KLM,1,LED,ES,1,4,80,3571.46,49774,1,Other,tourism
18846,Uzbekistan Airways,1,LED,UZ,1,1,63,3571.03,10971,1,Uzbekistan Airways,cis
18847,Wizz Air,2,LED,IT,1,2,85,2386.76,26089,2,Other,culture
18848,Pegasus Airlines,2,LED,GR,1,3,58,2484.45,18265,2,Pegasus Airlines,tourism
18849,Wizz Air,2,LED,ES,1,4,59,3235.43,21052,2,Other,tourism
18850,Azimut,0,LED,RU,1,5,81,1763.83,3480,0,Azimut,domestic
18851,Turkish Airlines,2,LED,RU,1,0,69,2346.91,73522,2,Turkish Airlines,domestic
18852,Uzbekistan Airways,3,LED,IN,1,1,70,6086.24,40714,3+,Uzbekistan Airways,tourism
18853,Uzbekistan Airways,1,LED,UZ,1,0,83,3365.16,10729,1,Uzbekistan Airways,cis
18854,Uzbekistan Airways,2,LED,IN,1,1,63,6710.01,41529,2,Uzbekistan Airways,tourism
18855,Pegasus Airlines,1,LED,TR,1,6,75,2558.62,19018,1,Pegasus Airlines,tourism
18856,Pobeda,0,LED,RU,1,5,74,1795.99,9099,0,Pobeda,domestic
18857,Azimut,1,LED,RU,1,0,83,1527.53,3770,1,Azimut,domestic
18858,Wizz Air,3,LED,DE,1,0,62,1682.81,23926,3+,Other,culture
18859,Pobeda,0,LED,RU,1,3,58,1090.69,3849,0,Pobeda,domestic
18860,Nordwind Airlines,1,LED,RU,1,5,60,6198.57,13640,1,Nordwind Airlines,domestic
18861,S7 Airlines,1,LED,RU,1,2,57,2370.87,8853,1,S7 Airlines,domestic
18862,S7 Airlines,1,LED,RU,1,0,62,6644.23,16641,1,S7 Airlines,domestic
18863,Uzbekistan Airways,0,LED,UZ,1,3,58,3622.47,10731,0,Uzbekistan Airways,cis
18864,S7 Airlines,1,LED,RU,1,6,96,3649.14,13350,1,S7 Airlines,domestic
18865,Azimut,1,LED,RU,1,6,96,1907.22,6460,1,Azimut,domestic
18866,Turkish Airlines,2,LED,RU,1,6,110,1510.69,56411,2,Turkish Airlines,domestic
18867,Uzbekistan Airways,1,LED,IN,1,3,100,4931.49,26915,1,Uzbekistan Airways,tourism
18868,Turkish Airlines,2,LED,US,1,4,94,9296.07,76678,2,Turkish Airlines,culture
18869,Azimut,0,LED,RU,1,0,111,777.24,2380,0,Azimut,domestic
18870,Turkish Airlines,1,LED,TR,1,3,114,2628.94,21606,1,Turkish Airlines,tourism
18871,S7 Airlines,1,LED,RU,1,2,92,3546.2,11041,1,S7 Airlines,domestic
18872,Pegasus Airlines,1,LED,TR,1,6,96,2573.4,16248,1,Pegasus Airlines,tourism
18873,KLM,1,LED,IT,1,3,100,2061.77,12720,1,Other,culture
18874,Azimut,1,LED,RU,1,4,87,1942.61,4412,1,Azimut,domestic
18875,Aeroflot,0,LED,RU,1,5,109,889.58,3473,0,Aeroflot,domestic
18876,Nordwind Airlines,0,LED,DE,1,2,113,1838.93,6981,0,Nordwind Airlines,culture
18877,Azimut,0,LED,RU,1,3,93,697.19,1780,0,Azimut,domestic
18878,Turkish Airlines,2,LED,KZ,1,0,90,3152.33,49346,2,Turkish Airlines,cis
18879,Aeroflot,1,LED,RU,1,3,107,5737.05,18219,1,Aeroflot,domestic
18880,KLM,2,LED,ES,1,0,90,2744.68,19640,2,Other,tourism
18881,Uzbekistan Airways,1,LED,UZ,1,0,97,3512.29,8729,1,Uzbekistan Airways,cis
18882,Azimut,1,LED,RU,1,5,109,2233.71,6160,1,Azimut,domestic
18883,KLM,1,LED,ES,1,5,88,3178.66,16460,1,Other,tourism
18884,KLM,1,LED,IT,1,5,88,2553.43,27050,1,Other,culture
18885,Nordwind Airlines,0,LED,DE,1,0,104,1754.98,11058,0,Nordwind Airlines,culture
18886,KLM,2,LED,IT,1,4,101,2703.39,20170,2,Other,culture
18887,KLM,1,LED,IT,1,5,116,2719.71,16450,1,Other,culture
18888,Uzbekistan Airways,1,LED,UZ,1,0,111,3256.68,8729,1,Uzbekistan Airways,cis
18889,KLM,2,LED,IT,1,1,91,2535.2,19670,2,Other,culture
18890,Uzbekistan Airways,2,LED,KZ,1,3,93,2263.35,17021,2,Uzbekistan Airways,cis
18891,Uzbekistan Airways,1,LED,UZ,1,1,98,3386.3,9080,1,Uzbekistan Airways,cis
18892,Aeroflot,1,LED,RU,1,1,98,5688.26,14360,1,Aeroflot,domestic
18893,Pobeda,1,LED,RU,1,3,114,3132.3,8236,1,Pobeda,domestic
18894,KLM,1,LED,IT,1,4,87,2129.66,18310,1,Other,culture
18895,KLM,1,LED,IT,1,1,112,1994.84,13740,1,Other,culture
18896,Aeroflot,1,LED,KZ,1,5,95,2141.63,19644,1,Aeroflot,cis
18897,Nordwind Airlines,0,LED,RU,1,3,93,6528.78,14762,0,Nordwind Airlines,domestic
18898,Nordwind Airlines,0,LED,RU,1,2,113,1104.71,4630,0,Nordwind Airlines,domestic
18899,KLM,1,LED,US,1,1,98,9196.21,49312,1,Other,culture
18900,KLM,1,LED,ES,1,0,90,3091.71,13840,1,Other,tourism
18901,Nordwind Airlines,0,LED,RU,1,5,109,2001.44,8640,0,Nordwind Airlines,domestic
18902,KLM,2,LED,US,1,0,90,8889.72,65969,2,Other,culture
18903,S7 Airlines,1,LED,RU,1,4,101,4217.88,22265,1,S7 Airlines,domestic
18904,Turkish Airlines,1,LED,TR,1,3,114,2450.85,33333,1,Turkish Airlines,tourism
18905,Pobeda,1,LED,RU,1,1,105,294.23,6791,1,Pobeda,domestic
18906,Aeroflot,0,LED,RU,1,4,115,2116.64,5970,0,Aeroflot,domestic
18907,Turkish Airlines,2,LED,GR,1,2,92,2371.28,29040,2,Turkish Airlines,tourism
18908,Pobeda,0,LED,RU,1,5,95,2093.35,10199,0,Pobeda,domestic
18909,KLM,1,LED,US,1,6,96,8932.25,59010,1,Other,culture
18910,KLM,1,LED,ES,1,3,114,3118.56,15500,1,Other,tourism
18911,Pobeda,0,LED,RU,1,0,111,806.2,4549,0,Pobeda,domestic
18912,Pegasus Airlines,1,LED,TR,1,6,96,2377.74,21343,1,Pegasus Airlines,tourism
18913,Uzbekistan Airways,1,LED,UZ,1,3,93,3254.88,8288,1,Uzbekistan Airways,cis
18914,Turkish Airlines,2,LED,IT,1,4,87,2128.07,45294,2,Turkish Airlines,culture
18915,Azimut,1,LED,TR,1,5,109,2107.41,10730,1,Azimut,tourism
18916,Turkish Airlines,2,LED,GR,1,0,90,2215.02,21366,2,Turkish Airlines,tourism
18917,KLM,1,LED,GR,1,3,93,2757.44,26220,1,Other,tourism
18918,KLM,1,LED,ES,1,2,99,3572.44,18270,1,Other,tourism
18919,Uzbekistan Airways,1,LED,UZ,1,6,89,3405.71,9080,1,Uzbekistan Airways,cis
18920,Aeroflot,1,LED,RU,1,3,100,2583.41,9091,1,Aeroflot,domestic
18921,Aeroflot,0,LED,RU,1,0,97,2031.59,6270,0,Aeroflot,domestic
18922,Pobeda,0,LED,RU,1,0,111,1078.54,4449,0,Pobeda,domestic
18923,KLM,1,LED,DE,1,5,95,1751.53,13540,1,Other,culture
18924,Nordwind Airlines,0,LED,DE,1,6,103,1331.25,3520,0,Nordwind Airlines,culture
18925,Wizz Air,1,LED,GR,1,5,95,2618.63,25039,1,Other,tourism
18926,KLM,1,LED,DE,1,6,96,1413.26,16295,1,Other,culture
18927,S7 Airlines,1,LED,RU,1,4,115,2787.83,17135,1,S7 Airlines,domestic
18928,Nordwind Airlines,0,LED,RU,1,2,113,1878.35,7063,0,Nordwind Airlines,domestic
18929,Pobeda,0,LED,RU,1,0,111,1055.34,4349,0,Pobeda,domestic
18930,S7 Airlines,2,LED,RU,1,3,93,6057.94,25104,2,S7 Airlines,domestic
18931,Uzbekistan Airways,1,LED,UZ,1,0,104,2902.36,7561,1,Uzbekistan Airways,cis
18932,Nordwind Airlines,0,LED,RU,1,2,113,3414.11,9283,0,Nordwind Airlines,domestic
18933,Pegasus Airlines,1,LED,TR,1,3,100,2527.13,18058,1,Pegasus Airlines,tourism
18934,KLM,2,LED,GR,1,4,101,2520.28,43500,2,Other,tourism
18935,Nordwind Airlines,0,LED,DE,1,1,112,1749.74,3473,0,Nordwind Airlines,culture
18936,Pobeda,0,LED,RU,1,6,103,1372.48,5649,0,Pobeda,domestic
18937,Uzbekistan Airways,2,LED,KZ,1,1,91,3607.24,16063,2,Uzbekistan Airways,cis
18938,Pegasus Airlines,1,LED,TR,1,3,100,2581.06,16377,1,Pegasus Airlines,tourism
18939,S7 Airlines,1,LED,RU,1,3,93,6660.21,16649,1,S7 Airlines,domestic
18940,KLM,1,LED,IT,1,5,95,2240.64,17645,1,Other,culture
18941,S7 Airlines,1,LED,RU,1,6,89,2484.49,5519,1,S7 Airlines,domestic
18942,Azimut,1,LED,RU,1,0,104,1514.2,3460,1,Azimut,domestic
18943,KLM,1,LED,ES,1,5,88,2831.6,15855,1,Other,tourism
18944,Aeroflot,0,LED,RU,1,6,117,2313.5,9168,0,Aeroflot,domestic
18945,Pegasus Airlines,1,LED,DE,1,1,91,1761.83,22360,1,Pegasus Airlines,culture
18946,S7 Airlines,1,LED,RU,1,2,99,5049.92,17631,1,S7 Airlines,domestic
18947,S7 Airlines,1,LED,RU,1,6,96,5893.67,27997,1,S7 Airlines,domestic
18948,Wizz Air,2,LED,GR,1,0,97,2552.34,32522,2,Other,tourism
18949,Nordwind Airlines,0,LED,RU,1,3,114,3241.64,10098,0,Nordwind Airlines,domestic
18950,Turkish Airlines,2,LED,TR,1,4,87,2420.35,26051,2,Turkish Airlines,tourism
18951,KLM,1,LED,ES,1,0,90,2966.95,14240,1,Other,tourism
18952,Azimut,1,LED,RU,1,6,96,1941.65,7276,1,Azimut,domestic
18953,Pobeda,1,LED,RU,1,4,87,1929.72,12149,1,Pobeda,domestic
18954,Pobeda,0,LED,RU,1,6,96,2030.82,6849,0,Pobeda,domestic
18955,Pobeda,0,LED,RU,1,2,106,1482.37,5049,0,Pobeda,domestic
18956,Nordwind Airlines,0,LED,RU,1,5,116,2112.14,8231,0,Nordwind Airlines,domestic
18957,Uzbekistan Airways,3,LED,IN,1,1,105,6066.03,36718,3+,Uzbekistan Airways,tourism
18958,Uzbekistan Airways,1,LED,UZ,1,0,90,3574.18,8729,1,Uzbekistan Airways,cis
18959,Uzbekistan Airways,1,LED,UZ,1,6,117,3571.03,11101,1,Uzbekistan Airways,cis
18960,KLM,2,LED,IT,1,5,88,2386.76,14720,2,Other,culture
18961,KLM,2,LED,GR,1,4,101,2566.96,46770,2,Other,tourism
18962,Turkish Airlines,3,LED,KZ,1,0,90,1640.31,52960,3+,Turkish Airlines,cis
18963,KLM,1,LED,GR,1,6,117,2484.45,18170,1,Other,tourism
18964,KLM,1,LED,ES,1,0,111,3235.43,14125,1,Other,tourism
18965,Aeroflot,0,LED,RU,1,4,108,1793.99,7373,0,Aeroflot,domestic
18966,Azimut,0,LED,RU,1,5,109,1763.83,2680,0,Azimut,domestic
18967,KLM,2,LED,IT,1,0,90,2734.76,21410,2,Other,culture
18968,Uzbekistan Airways,1,LED,UZ,1,4,108,3365.16,9080,1,Uzbekistan Airways,cis
18969,Pegasus Airlines,1,LED,TR,1,3,100,2558.62,20821,1,Pegasus Airlines,tourism
18970,Pobeda,0,LED,RU,1,6,110,1795.99,9099,0,Pobeda,domestic
18971,Azimut,1,LED,RU,1,0,104,1527.53,3660,1,Azimut,domestic
18972,Pobeda,0,LED,RU,1,4,115,1090.69,4449,0,Pobeda,domestic
18973,KLM,1,LED,IT,1,3,107,2203.67,19570,1,Other,culture
18974,Nordwind Airlines,1,LED,RU,1,5,95,6198.57,13450,1,Nordwind Airlines,domestic
18975,Aeroflot,1,LED,RU,1,0,97,6644.23,19071,1,Aeroflot,domestic
18976,Uzbekistan Airways,1,LED,UZ,1,3,114,3622.47,10620,1,Uzbekistan Airways,cis
18977,S7 Airlines,1,LED,RU,1,4,129,3649.14,13350,1,S7 Airlines,domestic
18978,KLM,2,LED,GR,1,2,127,2636.87,25945,2,Other,tourism
18979,S7 Airlines,1,LED,RU,1,6,145,1907.22,5585,1,S7 Airlines,domestic
18980,Turkish Airlines,2,LED,RU,1,1,147,1510.69,58848,2,Turkish Airlines,domestic
18981,Uzbekistan Airways,2,LED,IN,1,5,144,4931.49,24961,2,Uzbekistan Airways,tourism
18982,Azimut,0,LED,RU,1,2,120,777.24,2380,0,Azimut,domestic
18983,Turkish Airlines,1,LED,TR,1,3,121,2201.82,23429,1,Turkish Airlines,tourism
18984,Azimut,2,LED,TR,1,1,119,2628.94,17828,2,Azimut,tourism
18985,S7 Airlines,1,LED,RU,1,2,141,3546.2,9541,1,S7 Airlines,domestic
18986,Pegasus Airlines,1,LED,TR,1,1,147,2573.4,20418,1,Pegasus Airlines,tourism
18987,KLM,1,LED,IT,1,0,118,2061.77,14390,1,Other,culture
18988,Azimut,1,LED,RU,1,1,140,1942.61,4460,1,Azimut,domestic
18989,Aeroflot,0,LED,RU,1,2,127,889.58,3452,0,Aeroflot,domestic
18990,Nordwind Airlines,0,LED,DE,1,6,124,1838.93,7172,0,Nordwind Airlines,culture
18991,Azimut,0,LED,RU,1,3,135,697.19,2180,0,Azimut,domestic
18992,Aeroflot,1,LED,RU,1,5,137,5737.05,18570,1,Aeroflot,domestic
18993,KLM,2,LED,ES,1,1,119,2744.68,19700,2,Other,tourism
18994,Uzbekistan Airways,1,LED,UZ,1,3,142,3512.29,8729,1,Uzbekistan Airways,cis
18995,Uzbekistan Airways,3,LED,IN,1,0,125,5649.36,36936,3+,Uzbekistan Airways,tourism
18996,Nordwind Airlines,0,LED,DE,1,2,148,1754.98,10688,0,Nordwind Airlines,culture
18997,KLM,2,LED,IT,1,5,123,2703.39,19384,2,Other,culture
18998,Turkish Airlines,1,LED,IT,1,3,121,2719.71,16590,1,Turkish Airlines,culture
18999,Azimut,0,LED,RU,1,1,126,1754.46,3980,0,Azimut,domestic
19000,Uzbekistan Airways,2,LED,KZ,1,1,133,2263.35,20074,2,Uzbekistan Airways,cis
19001,Uzbekistan Airways,1,LED,UZ,1,2,148,3386.3,9080,1,Uzbekistan Airways,cis
19002,Aeroflot,1,LED,RU,1,0,132,5688.26,14175,1,Aeroflot,domestic
19003,Pobeda,1,LED,RU,1,0,125,3132.3,8612,1,Pobeda,domestic
19004,Turkish Airlines,2,LED,TR,1,4,143,2385.62,25208,2,Turkish Airlines,tourism
19005,KLM,1,LED,IT,1,0,118,2129.66,17634,1,Other,culture
19006,KLM,1,LED,DE,1,4,143,1512.23,15520,1,Other,culture
19007,KLM,1,LED,IT,1,0,118,1994.84,13830,1,Other,culture
19008,Nordwind Airlines,0,LED,RU,1,3,142,6528.78,11682,0,Nordwind Airlines,domestic
19009,Nordwind Airlines,0,LED,RU,1,2,127,1104.71,4630,0,Nordwind Airlines,domestic
19010,KLM,1,LED,US,1,0,132,9196.21,48910,1,Other,culture
19011,Aeroflot,1,LED,RU,1,3,128,2001.44,8315,1,Aeroflot,domestic
19012,Aeroflot,0,LED,RU,1,2,127,2116.64,5499,0,Aeroflot,domestic
19013,KLM,2,LED,GR,1,2,127,2371.28,31720,2,Other,tourism
19014,Pobeda,0,LED,RU,1,0,118,2093.35,10199,0,Pobeda,domestic
19015,Pobeda,0,LED,RU,1,2,120,806.2,3949,0,Pobeda,domestic
19016,Uzbekistan Airways,1,LED,UZ,1,6,124,3254.88,8639,1,Uzbekistan Airways,cis
19017,Azimut,1,LED,TR,1,5,144,2107.41,11655,1,Azimut,tourism
19018,Turkish Airlines,2,LED,GR,1,4,136,2215.02,22937,2,Turkish Airlines,tourism
19019,KLM,1,LED,GR,1,2,127,2757.44,26120,1,Other,tourism
19020,KLM,1,LED,ES,1,0,125,3572.44,18020,1,Other,tourism
19021,Uzbekistan Airways,1,LED,UZ,1,5,144,3405.71,11783,1,Uzbekistan Airways,cis
19022,Aeroflot,0,LED,RU,1,0,125,2031.59,6270,0,Aeroflot,domestic
19023,Pobeda,0,LED,RU,1,1,119,1078.54,4449,0,Pobeda,domestic
19024,KLM,1,LED,DE,1,0,118,1751.53,16340,1,Other,culture
19025,Nordwind Airlines,0,LED,DE,1,3,142,1331.25,3335,0,Nordwind Airlines,culture
19026,Uzbekistan Airways,2,LED,UZ,1,5,144,2773.06,16707,2,Uzbekistan Airways,cis
19027,KLM,2,LED,GR,1,2,148,2618.63,25120,2,Other,tourism
19028,KLM,1,LED,DE,1,2,120,1413.26,18090,1,Other,culture
19029,S7 Airlines,1,LED,RU,1,4,136,2787.83,16995,1,S7 Airlines,domestic
19030,Nordwind Airlines,0,LED,RU,1,6,124,1878.35,6908,0,Nordwind Airlines,domestic
19031,KLM,1,LED,IT,1,0,125,2286.89,16810,1,Other,culture
19032,Uzbekistan Airways,3,LED,IN,1,0,125,6464.49,38555,3+,Uzbekistan Airways,tourism
19033,Pobeda,0,LED,RU,1,2,134,1055.34,4349,0,Pobeda,domestic
19034,Uzbekistan Airways,1,LED,UZ,1,0,132,2902.36,7561,1,Uzbekistan Airways,cis
19035,Nordwind Airlines,0,LED,RU,1,0,146,3414.11,9203,0,Nordwind Airlines,domestic
19036,Pegasus Airlines,1,LED,TR,1,4,122,2527.13,21011,1,Pegasus Airlines,tourism
19037,Nordwind Airlines,0,LED,DE,1,1,140,1749.74,3473,0,Nordwind Airlines,culture
19038,Turkish Airlines,1,LED,DE,1,2,148,1468.15,34053,1,Turkish Airlines,culture
19039,Pobeda,0,LED,RU,1,0,146,1372.48,5049,0,Pobeda,domestic
19040,Uzbekistan Airways,2,LED,KZ,1,1,119,3607.24,16005,2,Uzbekistan Airways,cis
19041,Pegasus Airlines,1,LED,TR,1,3,121,2581.06,19206,1,Pegasus Airlines,tourism
19042,Aeroflot,0,LED,RU,1,6,138,1636.33,4950,0,Aeroflot,domestic
19043,Aeroflot,1,LED,RU,1,0,118,6660.21,18219,1,Aeroflot,domestic
19044,KLM,1,LED,US,1,2,148,8885.22,57367,1,Other,culture
19045,KLM,1,LED,IT,1,2,120,2240.64,14680,1,Other,culture
19046,Aeroflot,0,LED,RU,1,6,131,2484.49,8650,0,Aeroflot,domestic
19047,Azimut,1,LED,RU,1,0,125,1514.2,3460,1,Azimut,domestic
19048,KLM,1,LED,ES,1,4,129,2831.6,15760,1,Other,tourism
19049,KLM,2,LED,IT,1,6,124,2639.62,20940,2,Other,culture
19050,S7 Airlines,1,LED,RU,1,1,147,2313.5,8926,1,S7 Airlines,domestic
19051,S7 Airlines,1,LED,RU,1,6,138,5893.67,26749,1,S7 Airlines,domestic
19052,S7 Airlines,2,LED,RU,1,1,119,4123.03,46819,2,S7 Airlines,domestic
19053,S7 Airlines,1,LED,RU,1,3,121,4832.22,14817,1,S7 Airlines,domestic
19054,KLM,1,LED,US,1,1,147,7289.13,59150,1,Other,culture
