,airline,number_of_changes,origin_city_code,destination_country_code,search_weekday,depart_weekday,diff_days,distance,price,number_of_changes_category,airline_category,destination_category
78,Pobeda,2,MOW,DE,5,0,9,1934.32,32001,2,Pobeda,culture
79,Turkish Airlines,2,MOW,TR,5,0,9,2066.43,25007,2,Turkish Airlines,tourism
80,Wizz Air,2,MOW,DE,5,4,27,1611.43,21754,2,Other,culture
81,Uzbekistan Airways,0,MOW,UZ,5,4,20,2156.62,11440,0,Uzbekistan Airways,cis
82,S7 Airlines,3,MOW,RU,5,2,4,5643.46,37737,3+,S7 Airlines,domestic
83,Turkish Airlines,2,MOW,TR,5,2,25,1783.91,34736,2,Turkish Airlines,tourism
84,Turkish Airlines,2,MOW,ES,5,4,20,3090.66,46200,2,Turkish Airlines,tourism
85,Turkish Airlines,2,MOW,TR,5,1,10,1994.83,25208,2,Turkish Airlines,tourism
86,S7 Airlines,2,MOW,RU,5,1,10,3417.06,32589,2,S7 Airlines,domestic
87,S7 Airlines,1,MOW,RU,5,1,24,2850.63,15883,1,S7 Airlines,domestic
88,Pobeda,1,MOW,RU,5,3,19,1397.49,5952,1,Pobeda,domestic
89,Pobeda,1,MOW,RU,5,1,10,4105.39,12866,1,Pobeda,domestic
90,Wizz Air,3,MOW,IT,5,4,27,2219.51,26323,3+,Other,culture
91,Azimut,0,MOW,RU,5,0,16,616.0,1480,0,Azimut,domestic
92,Nordwind Airlines,0,MOW,RU,5,6,22,630.33,1869,0,Nordwind Airlines,domestic
93,Uzbekistan Airways,2,MOW,IN,5,5,21,5841.33,37489,2,Uzbekistan Airways,tourism
94,Azimut,2,MOW,RU,5,5,21,444.87,4723,2,Azimut,domestic
95,Pobeda,1,MOW,RU,5,0,9,3908.69,14338,1,Pobeda,domestic
96,S7 Airlines,0,MOW,RU,5,1,17,1338.21,5500,0,S7 Airlines,domestic
97,Uzbekistan Airways,0,MOW,UZ,5,0,16,2286.26,5384,0,Uzbekistan Airways,cis
98,Turkish Airlines,1,MOW,TR,5,2,18,1770.54,31539,1,Turkish Airlines,tourism
99,Turkish Airlines,2,MOW,TR,5,0,23,1533.5,46360,2,Turkish Airlines,tourism
100,Pobeda,1,MOW,RU,5,2,4,4029.66,17830,1,Pobeda,domestic
101,Pobeda,2,MOW,TR,5,3,19,2185.48,20313,2,Pobeda,tourism
102,Pobeda,0,MOW,RU,5,6,22,1476.0,4649,0,Pobeda,domestic
103,Pobeda,2,MOW,RU,5,1,10,5110.23,15298,2,Pobeda,domestic
104,Turkish Airlines,2,MOW,GR,5,1,24,2335.85,34142,2,Turkish Airlines,tourism
105,Pegasus Airlines,2,MOW,TR,5,3,19,2007.59,31304,2,Pegasus Airlines,tourism
106,Aeroflot,2,MOW,TR,5,5,28,1964.06,24849,2,Aeroflot,tourism
107,Pegasus Airlines,3,MOW,DE,5,6,22,1735.05,32322,3+,Pegasus Airlines,culture
108,Pobeda,0,MOW,RU,5,1,10,906.06,3349,0,Pobeda,domestic
109,Pobeda,0,MOW,RU,5,3,19,1162.99,2799,0,Pobeda,domestic
110,S7 Airlines,1,MOW,RU,5,1,17,6646.73,13652,1,S7 Airlines,domestic
111,Aeroflot,1,MOW,RU,5,1,3,3459.75,24555,1,Aeroflot,domestic
112,Turkish Airlines,2,MOW,DE,5,2,25,1878.88,38016,2,Turkish Airlines,culture
113,Pobeda,0,MOW,RU,5,4,20,1474.31,4149,0,Pobeda,domestic
114,Wizz Air,3,MOW,IT,5,4,27,2383.39,27348,3+,Other,culture
115,Azimut,1,MOW,RU,5,6,22,2305.01,6781,1,Azimut,domestic
116,Nordwind Airlines,0,MOW,RU,5,0,23,926.25,1913,0,Nordwind Airlines,domestic
117,Wizz Air,2,MOW,ES,5,4,27,3023.07,28209,2,Other,tourism
118,Turkish Airlines,4,MOW,IT,5,2,11,2705.33,39916,3+,Turkish Airlines,culture
119,Turkish Airlines,2,MOW,TR,5,2,18,2071.69,20535,2,Turkish Airlines,tourism
120,Turkish Airlines,2,MOW,TR,5,3,5,1956.25,25208,2,Turkish Airlines,tourism
121,Pobeda,0,MOW,RU,5,2,18,730.24,3549,0,Pobeda,domestic
122,Uzbekistan Airways,2,MOW,IN,5,3,26,3925.2,39807,2,Uzbekistan Airways,tourism
123,Wizz Air,2,MOW,DE,5,4,27,2080.67,25755,2,Other,culture
124,S7 Airlines,0,MOW,RU,5,6,8,5010.31,10068,0,S7 Airlines,domestic
125,S7 Airlines,2,MOW,RU,5,1,10,4304.16,44888,2,S7 Airlines,domestic
126,Pobeda,0,MOW,RU,5,2,4,2919.21,8449,0,Pobeda,domestic
127,Turkish Airlines,1,MOW,TR,5,5,14,1828.92,35486,1,Turkish Airlines,tourism
128,Azimut,1,MOW,RU,5,3,19,1372.69,5044,1,Azimut,domestic
129,Pegasus Airlines,3,MOW,IT,5,0,23,2347.45,25846,3+,Pegasus Airlines,culture
130,Pobeda,1,MOW,RU,5,6,1,4728.02,12948,1,Pobeda,domestic
131,Pobeda,0,MOW,RU,5,6,8,1699.29,3949,0,Pobeda,domestic
132,Pobeda,0,MOW,RU,5,3,19,1141.58,2799,0,Pobeda,domestic
133,Pobeda,0,MOW,RU,5,2,11,1727.77,4049,0,Pobeda,domestic
134,Uzbekistan Airways,2,MOW,IN,5,0,23,5436.87,39350,2,Uzbekistan Airways,tourism
135,Uzbekistan Airways,0,MOW,UZ,5,1,24,3009.67,5460,0,Uzbekistan Airways,cis
136,Aeroflot,0,MOW,RU,5,6,22,1238.84,4380,0,Aeroflot,domestic
137,Aeroflot,1,MOW,KZ,5,0,16,1365.67,19030,1,Aeroflot,cis
138,Azimut,2,MOW,GR,5,3,19,2225.12,26227,2,Azimut,tourism
139,Nordwind Airlines,0,MOW,RU,5,2,11,1245.22,4428,0,Nordwind Airlines,domestic
140,Azimut,0,MOW,RU,5,1,24,1137.51,4780,0,Azimut,domestic
141,Uzbekistan Airways,3,MOW,IN,5,6,22,5527.75,39059,3+,Uzbekistan Airways,tourism
142,Uzbekistan Airways,1,MOW,UZ,5,4,13,2792.29,8940,1,Uzbekistan Airways,cis
143,S7 Airlines,0,MOW,RU,5,1,17,365.9,2801,0,S7 Airlines,domestic
144,Pobeda,0,MOW,RU,5,2,4,1193.19,5149,0,Pobeda,domestic
145,Pobeda,1,MOW,RU,5,0,2,4419.25,22277,1,Pobeda,domestic
146,Azimut,1,MOW,RU,5,3,19,893.09,2308,1,Azimut,domestic
147,Pobeda,2,MOW,DE,5,2,11,1908.87,25030,2,Pobeda,culture
148,Pobeda,0,MOW,RU,5,0,23,771.09,3099,0,Pobeda,domestic
149,Wizz Air,3,MOW,IT,5,4,27,2293.35,32413,3+,Other,culture
150,S7 Airlines,1,MOW,RU,5,1,10,6144.5,13273,1,S7 Airlines,domestic
151,Turkish Airlines,2,MOW,TR,5,1,10,2021.43,24559,2,Turkish Airlines,tourism
152,Turkish Airlines,2,MOW,GR,5,1,24,1899.49,38065,2,Turkish Airlines,tourism
153,Azimut,1,MOW,RU,5,0,23,2345.3,6926,1,Azimut,domestic
154,S7 Airlines,1,MOW,RU,5,0,23,6781.36,13994,1,S7 Airlines,domestic
155,Pegasus Airlines,2,MOW,TR,5,0,51,1608.63,16139,2,Pegasus Airlines,tourism
156,S7 Airlines,1,MOW,RU,5,2,53,3379.79,11288,1,S7 Airlines,domestic
157,Pegasus Airlines,2,MOW,TR,5,2,53,2086.37,16890,2,Pegasus Airlines,tourism
158,Pegasus Airlines,2,MOW,GR,5,4,48,2335.39,15173,2,Pegasus Airlines,tourism
159,Nordwind Airlines,0,MOW,RU,5,3,47,1270.49,4213,0,Nordwind Airlines,domestic
160,Aeroflot,1,MOW,RU,5,6,29,7042.45,20435,1,Aeroflot,domestic
161,S7 Airlines,1,MOW,RU,5,5,56,1906.42,7900,1,S7 Airlines,domestic
162,S7 Airlines,1,MOW,RU,5,3,54,3795.94,19470,1,S7 Airlines,domestic
163,S7 Airlines,2,MOW,RU,5,6,43,5563.57,25608,2,S7 Airlines,domestic
164,Turkish Airlines,2,MOW,US,5,6,50,8196.79,39407,2,Turkish Airlines,culture
165,Uzbekistan Airways,1,MOW,IN,5,1,59,4338.6,26678,1,Uzbekistan Airways,tourism
166,Pegasus Airlines,2,MOW,DE,5,1,59,2135.42,30145,2,Pegasus Airlines,culture
167,Pobeda,0,MOW,RU,5,5,42,1496.68,5149,0,Pobeda,domestic
168,Turkish Airlines,2,MOW,TR,5,6,29,1731.5,28194,2,Turkish Airlines,tourism
169,S7 Airlines,0,MOW,RU,5,3,47,345.27,963,0,S7 Airlines,domestic
170,Pegasus Airlines,1,MOW,TR,5,5,56,1643.31,18470,1,Pegasus Airlines,tourism
171,Pegasus Airlines,2,MOW,ES,5,1,45,3227.16,24356,2,Pegasus Airlines,tourism
172,Aeroflot,0,MOW,RU,5,3,40,253.0,2250,0,Aeroflot,domestic
173,Azimut,2,MOW,TR,5,5,56,2195.74,17526,2,Azimut,tourism
174,Aeroflot,2,MOW,KZ,5,3,47,3021.44,18377,2,Aeroflot,cis
175,Azimut,1,MOW,RU,5,5,56,3324.82,7364,1,Azimut,domestic
176,Pegasus Airlines,1,MOW,TR,5,2,53,2089.38,16988,1,Pegasus Airlines,tourism
177,Azimut,1,MOW,RU,5,5,49,1334.24,3360,1,Azimut,domestic
178,Azimut,1,MOW,RU,5,2,46,386.51,4630,1,Azimut,domestic
179,Nordwind Airlines,1,MOW,RU,5,4,34,808.34,7652,1,Nordwind Airlines,domestic
180,S7 Airlines,0,MOW,RU,5,1,38,2161.81,7868,0,S7 Airlines,domestic
181,Uzbekistan Airways,2,MOW,IN,5,5,49,4427.85,39390,2,Uzbekistan Airways,tourism
182,Nordwind Airlines,1,MOW,DE,5,1,59,2072.57,9801,1,Nordwind Airlines,culture
183,Azimut,1,MOW,RU,5,2,46,152.1,5039,1,Azimut,domestic
184,Turkish Airlines,3,MOW,DE,5,5,49,2018.9,25568,3+,Turkish Airlines,culture
185,Turkish Airlines,1,MOW,KZ,5,4,48,2590.71,32616,1,Turkish Airlines,cis
186,S7 Airlines,1,MOW,RU,5,0,51,5876.42,13592,1,S7 Airlines,domestic
187,Turkish Airlines,3,MOW,ES,5,5,42,2935.81,28800,3+,Turkish Airlines,tourism
188,Uzbekistan Airways,0,MOW,UZ,5,2,53,2951.46,5384,0,Uzbekistan Airways,cis
189,Azimut,2,MOW,RU,5,5,49,1602.63,4723,2,Azimut,domestic
190,S7 Airlines,0,MOW,RU,5,6,43,1939.79,10171,0,S7 Airlines,domestic
191,Pegasus Airlines,2,MOW,IN,5,3,54,5022.12,33132,2,Pegasus Airlines,tourism
192,Nordwind Airlines,0,MOW,RU,5,2,46,1201.71,4069,0,Nordwind Airlines,domestic
193,Pegasus Airlines,2,MOW,IT,5,5,35,2622.72,22989,2,Pegasus Airlines,culture
194,Nordwind Airlines,1,MOW,DE,5,1,59,2033.29,6907,1,Nordwind Airlines,culture
195,Pegasus Airlines,2,MOW,TR,5,4,48,2067.55,20779,2,Pegasus Airlines,tourism
196,Turkish Airlines,2,MOW,ES,5,4,41,3612.93,33964,2,Turkish Airlines,tourism
197,Pegasus Airlines,1,MOW,TR,5,4,48,2079.39,19335,1,Pegasus Airlines,tourism
198,Pegasus Airlines,2,MOW,IT,5,5,49,2638.56,19193,2,Pegasus Airlines,culture
199,Uzbekistan Airways,0,MOW,UZ,5,2,39,2654.56,5460,0,Uzbekistan Airways,cis
200,Azimut,1,MOW,RU,5,1,45,1191.19,2308,1,Azimut,domestic
201,Pegasus Airlines,2,MOW,TR,5,3,54,1988.86,19772,2,Pegasus Airlines,tourism
202,S7 Airlines,2,MOW,RU,5,1,31,4575.94,30190,2,S7 Airlines,domestic
203,S7 Airlines,2,MOW,RU,5,5,49,3934.73,21048,2,S7 Airlines,domestic
204,Uzbekistan Airways,1,MOW,KZ,5,5,56,1626.78,12784,1,Uzbekistan Airways,cis
205,Uzbekistan Airways,0,MOW,UZ,5,3,40,2791.24,11461,0,Uzbekistan Airways,cis
206,Aeroflot,1,MOW,RU,5,6,29,5599.18,12430,1,Aeroflot,domestic
207,Azimut,2,MOW,RU,5,1,52,3661.34,12575,2,Azimut,domestic
208,S7 Airlines,1,MOW,RU,5,6,29,2878.27,6850,1,S7 Airlines,domestic
209,Turkish Airlines,2,MOW,TR,5,2,46,1911.0,20083,2,Turkish Airlines,tourism
210,Uzbekistan Airways,2,MOW,IN,5,5,35,5986.37,36821,2,Uzbekistan Airways,tourism
211,Pegasus Airlines,2,MOW,IT,5,0,44,2232.05,17458,2,Pegasus Airlines,culture
212,Pegasus Airlines,1,MOW,DE,5,5,56,1846.08,15334,1,Pegasus Airlines,culture
213,Aeroflot,0,MOW,KZ,5,2,46,1687.7,15679,0,Aeroflot,cis
214,Pegasus Airlines,2,MOW,GR,5,0,44,2466.46,22350,2,Pegasus Airlines,tourism
215,Nordwind Airlines,0,MOW,RU,5,3,54,6410.71,9171,0,Nordwind Airlines,domestic
216,Azimut,1,MOW,RU,5,4,41,567.67,3780,1,Azimut,domestic
217,Pegasus Airlines,2,MOW,ES,5,3,47,3258.09,24366,2,Pegasus Airlines,tourism
218,Nordwind Airlines,0,MOW,RU,5,0,51,1466.42,3024,0,Nordwind Airlines,domestic
219,Turkish Airlines,2,MOW,GR,5,4,34,1858.9,29140,2,Turkish Airlines,tourism
220,S7 Airlines,2,MOW,RU,5,3,40,4150.4,25493,2,S7 Airlines,domestic
221,Pobeda,0,MOW,RU,5,0,30,692.14,3099,0,Pobeda,domestic
222,S7 Airlines,0,MOW,RU,5,4,34,1492.57,6276,0,S7 Airlines,domestic
223,Pegasus Airlines,2,MOW,GR,5,4,48,2215.54,21961,2,Pegasus Airlines,tourism
224,Pobeda,0,MOW,RU,5,2,46,1476.84,7949,0,Pobeda,domestic
225,Pegasus Airlines,2,MOW,ES,5,5,49,3318.23,19821,2,Pegasus Airlines,tourism
226,Azimut,1,MOW,RU,5,6,43,1081.68,3172,1,Azimut,domestic
227,Pegasus Airlines,1,MOW,TR,5,4,55,1889.67,15133,1,Pegasus Airlines,tourism
228,Uzbekistan Airways,0,MOW,UZ,5,6,36,2647.82,5384,0,Uzbekistan Airways,cis
229,S7 Airlines,1,MOW,RU,5,1,52,4208.67,11015,1,S7 Airlines,domestic
230,S7 Airlines,2,MOW,RU,5,0,44,4291.39,28818,2,S7 Airlines,domestic
231,Pegasus Airlines,0,MOW,TR,5,1,52,1759.79,11365,0,Pegasus Airlines,tourism
232,Turkish Airlines,4,MOW,IT,5,2,46,2725.08,26872,3+,Turkish Airlines,culture
233,Pegasus Airlines,3,MOW,ES,5,4,48,3787.36,20621,3+,Pegasus Airlines,tourism
234,Aeroflot,1,MOW,RU,5,3,33,7051.25,20435,1,Aeroflot,domestic
235,Uzbekistan Airways,2,MOW,KZ,5,2,46,2730.28,18000,2,Uzbekistan Airways,cis
236,Uzbekistan Airways,0,MOW,UZ,5,0,44,2800.39,11520,0,Uzbekistan Airways,cis
237,Aeroflot,0,MOW,RU,5,5,49,2233.37,5434,0,Aeroflot,domestic
238,Pobeda,0,MOW,RU,5,5,42,600.92,3099,0,Pobeda,domestic
239,Pegasus Airlines,1,MOW,TR,5,2,53,2153.37,17882,1,Pegasus Airlines,tourism
240,Turkish Airlines,1,MOW,TR,5,1,59,2066.43,30217,1,Turkish Airlines,tourism
241,Uzbekistan Airways,0,MOW,UZ,5,1,31,2156.62,11440,0,Uzbekistan Airways,cis
242,Pegasus Airlines,1,MOW,TR,5,5,56,1783.91,20790,1,Pegasus Airlines,tourism
243,Turkish Airlines,3,MOW,ES,5,2,39,3090.66,20798,3+,Turkish Airlines,tourism
244,Pegasus Airlines,2,MOW,GR,5,6,57,2231.25,23566,2,Pegasus Airlines,tourism
245,Turkish Airlines,1,MOW,TR,5,6,43,1995.92,33543,1,Turkish Airlines,tourism
246,Turkish Airlines,1,MOW,TR,5,1,59,1994.83,20074,1,Turkish Airlines,tourism
247,S7 Airlines,1,MOW,RU,5,4,55,2850.63,15873,1,S7 Airlines,domestic
248,S7 Airlines,2,MOW,RU,5,4,41,4105.39,17844,2,S7 Airlines,domestic
249,Azimut,0,MOW,RU,5,3,47,616.0,1780,0,Azimut,domestic
250,Pegasus Airlines,2,MOW,GR,5,1,31,2248.52,27811,2,Pegasus Airlines,tourism
251,Uzbekistan Airways,2,MOW,IN,5,3,54,5841.33,37726,2,Uzbekistan Airways,tourism
252,Uzbekistan Airways,2,MOW,IN,5,1,59,3867.55,41620,2,Uzbekistan Airways,tourism
253,Azimut,2,MOW,RU,5,5,56,444.87,4407,2,Azimut,domestic
254,Aeroflot,1,MOW,RU,5,4,48,6097.35,21435,1,Aeroflot,domestic
255,S7 Airlines,1,MOW,RU,5,1,31,3908.69,18051,1,S7 Airlines,domestic
256,S7 Airlines,0,MOW,RU,5,5,42,1338.21,5500,0,S7 Airlines,domestic
257,Uzbekistan Airways,0,MOW,UZ,5,0,44,2286.26,5384,0,Uzbekistan Airways,cis
258,Pegasus Airlines,1,MOW,TR,5,2,46,1770.54,18631,1,Pegasus Airlines,tourism
259,Turkish Airlines,2,MOW,TR,5,2,46,1533.5,21417,2,Turkish Airlines,tourism
260,S7 Airlines,2,MOW,RU,5,2,32,4029.66,22260,2,S7 Airlines,domestic
261,Azimut,2,MOW,TR,5,5,56,2185.48,17083,2,Azimut,tourism
262,Pegasus Airlines,2,MOW,ES,5,2,39,3355.1,25497,2,Pegasus Airlines,tourism
263,Aeroflot,2,MOW,RU,5,0,44,5110.23,18171,2,Aeroflot,domestic
264,Pegasus Airlines,1,MOW,TR,5,4,41,2007.59,17573,1,Pegasus Airlines,tourism
265,Pegasus Airlines,1,MOW,DE,5,3,47,2083.32,15716,1,Pegasus Airlines,culture
266,Pegasus Airlines,2,MOW,TR,5,1,52,1964.06,17813,2,Pegasus Airlines,tourism
267,Pobeda,0,MOW,RU,5,3,40,906.06,3649,0,Pobeda,domestic
268,Uzbekistan Airways,1,MOW,KZ,5,0,51,3101.76,14277,1,Uzbekistan Airways,cis
269,Turkish Airlines,0,MOW,TR,5,3,40,2215.01,17328,0,Turkish Airlines,tourism
270,Aeroflot,0,MOW,RU,5,0,44,982.85,5086,0,Aeroflot,domestic
271,S7 Airlines,1,MOW,RU,5,4,41,6646.73,13512,1,S7 Airlines,domestic
272,Pegasus Airlines,2,MOW,ES,5,4,34,3178.51,25910,2,Pegasus Airlines,tourism
273,Turkish Airlines,3,MOW,DE,5,0,51,1878.88,19972,3+,Turkish Airlines,culture
274,Aeroflot,0,MOW,RU,5,3,47,1474.31,5506,0,Aeroflot,domestic
275,Wizz Air,3,MOW,IT,5,0,30,2383.39,24152,3+,Other,culture
276,Azimut,1,MOW,RU,5,2,53,2305.01,6930,1,Azimut,domestic
277,Azimut,0,MOW,RU,5,4,41,926.25,2650,0,Azimut,domestic
278,Pegasus Airlines,2,MOW,ES,5,4,48,3023.07,16559,2,Pegasus Airlines,tourism
279,Turkish Airlines,1,MOW,TR,5,5,42,2071.69,20330,1,Turkish Airlines,tourism
280,Pobeda,0,MOW,RU,5,0,51,730.24,3549,0,Pobeda,domestic
281,Aeroflot,0,MOW,RU,5,4,41,2138.86,6102,0,Aeroflot,domestic
282,Pegasus Airlines,1,MOW,DE,5,2,53,2080.67,15192,1,Pegasus Airlines,culture
283,Pegasus Airlines,2,MOW,ES,5,2,32,3702.75,28439,2,Pegasus Airlines,tourism
284,S7 Airlines,0,MOW,RU,5,6,43,5010.31,14548,0,S7 Airlines,domestic
285,Pegasus Airlines,2,MOW,DE,5,2,39,1653.57,23030,2,Pegasus Airlines,culture
286,Turkish Airlines,2,MOW,US,5,0,44,9288.94,43571,2,Turkish Airlines,culture
287,S7 Airlines,0,MOW,RU,5,3,47,2919.21,9501,0,S7 Airlines,domestic
288,Turkish Airlines,2,MOW,TR,5,4,48,1828.92,25075,2,Turkish Airlines,tourism
289,Pegasus Airlines,2,MOW,ES,5,3,40,3123.35,18633,2,Pegasus Airlines,tourism
290,Azimut,1,MOW,RU,5,2,46,1372.69,5426,1,Azimut,domestic
291,Wizz Air,3,MOW,IT,5,0,30,2280.66,31254,3+,Other,culture
292,Pegasus Airlines,3,MOW,ES,5,3,47,5189.41,22299,3+,Pegasus Airlines,tourism
293,Pegasus Airlines,2,MOW,IT,5,2,46,2347.45,21775,2,Pegasus Airlines,culture
294,S7 Airlines,2,MOW,RU,5,4,41,4728.02,17345,2,S7 Airlines,domestic
295,Pobeda,0,MOW,RU,5,1,59,1141.58,4449,0,Pobeda,domestic
296,Uzbekistan Airways,2,MOW,IN,5,2,39,5481.35,37785,2,Uzbekistan Airways,tourism
297,Pobeda,0,MOW,RU,5,4,34,1727.77,5749,0,Pobeda,domestic
298,Uzbekistan Airways,2,MOW,IN,5,0,58,5436.87,36080,2,Uzbekistan Airways,tourism
299,Uzbekistan Airways,0,MOW,UZ,5,1,59,3009.67,7382,0,Uzbekistan Airways,cis
300,Pegasus Airlines,2,MOW,ES,5,1,38,3811.97,23439,2,Pegasus Airlines,tourism
301,Uzbekistan Airways,0,MOW,UZ,5,5,56,3012.66,8989,0,Uzbekistan Airways,cis
302,Pegasus Airlines,2,MOW,IT,5,5,35,2713.78,23930,2,Pegasus Airlines,culture
303,Pegasus Airlines,2,MOW,IT,5,4,48,2366.55,17565,2,Pegasus Airlines,culture
304,Aeroflot,0,MOW,RU,5,2,39,1238.84,4380,0,Aeroflot,domestic
305,Turkish Airlines,3,MOW,IT,5,0,51,2008.27,26749,3+,Turkish Airlines,culture
306,S7 Airlines,0,MOW,RU,5,0,51,3125.01,11631,0,S7 Airlines,domestic
307,Pegasus Airlines,1,MOW,GR,5,3,47,2225.12,12352,1,Pegasus Airlines,tourism
308,Pegasus Airlines,3,MOW,ES,5,3,47,3420.17,21770,3+,Pegasus Airlines,tourism
309,Pegasus Airlines,1,MOW,TR,5,1,59,1930.07,20615,1,Pegasus Airlines,tourism
310,Nordwind Airlines,0,MOW,RU,5,2,53,1245.22,4675,0,Nordwind Airlines,domestic
311,Azimut,0,MOW,RU,5,1,45,1137.51,3080,0,Azimut,domestic
312,Uzbekistan Airways,2,MOW,IN,5,5,35,5527.75,37990,2,Uzbekistan Airways,tourism
313,Uzbekistan Airways,1,MOW,UZ,5,2,53,2792.29,9364,1,Uzbekistan Airways,cis
314,Uzbekistan Airways,2,MOW,IN,5,2,39,6080.87,39248,2,Uzbekistan Airways,tourism
315,S7 Airlines,0,MOW,RU,5,6,29,365.9,2801,0,S7 Airlines,domestic
316,Azimut,2,MOW,TR,5,5,56,2154.06,17305,2,Azimut,tourism
317,Aeroflot,0,MOW,RU,5,0,44,1193.19,6633,0,Aeroflot,domestic
318,Azimut,1,MOW,RU,5,4,41,893.09,3830,1,Azimut,domestic
319,Pegasus Airlines,1,MOW,DE,5,6,57,1908.87,14752,1,Pegasus Airlines,culture
320,Pobeda,0,MOW,RU,5,0,37,771.09,3549,0,Pobeda,domestic
321,Pegasus Airlines,2,MOW,IT,5,2,32,2293.35,23632,2,Pegasus Airlines,culture
322,Nordwind Airlines,0,MOW,RU,5,6,57,6144.5,10406,0,Nordwind Airlines,domestic
323,Turkish Airlines,2,MOW,TR,5,5,56,2021.43,23513,2,Turkish Airlines,tourism
324,Azimut,1,MOW,RU,5,4,48,2345.3,7625,1,Azimut,domestic
325,S7 Airlines,1,MOW,RU,5,0,51,6781.36,13854,1,S7 Airlines,domestic
326,Uzbekistan Airways,0,MOW,UZ,5,5,56,3017.68,7509,0,Uzbekistan Airways,cis
327,S7 Airlines,2,MOW,RU,5,1,31,4784.62,40630,2,S7 Airlines,domestic
328,Pegasus Airlines,1,MOW,TR,5,4,62,1608.63,19909,1,Pegasus Airlines,tourism
329,S7 Airlines,1,MOW,RU,5,1,80,3379.79,11288,1,S7 Airlines,domestic
330,Pegasus Airlines,1,MOW,TR,5,1,80,2086.37,20866,1,Pegasus Airlines,tourism
331,Nordwind Airlines,0,MOW,RU,5,3,75,1270.49,4263,0,Nordwind Airlines,domestic
332,Aeroflot,1,MOW,RU,5,2,60,7042.45,20435,1,Aeroflot,domestic
333,S7 Airlines,1,MOW,RU,5,1,80,1906.42,9170,1,S7 Airlines,domestic
334,S7 Airlines,0,MOW,RU,5,4,69,2245.55,9099,0,S7 Airlines,domestic
335,S7 Airlines,2,MOW,RU,5,2,88,5563.57,41001,2,S7 Airlines,domestic
336,Turkish Airlines,2,MOW,US,5,2,60,8196.79,48119,2,Turkish Airlines,culture
337,Turkish Airlines,2,MOW,ES,5,2,88,3010.09,35181,2,Turkish Airlines,tourism
338,Uzbekistan Airways,1,MOW,IN,5,1,87,4338.6,23735,1,Uzbekistan Airways,tourism
339,Wizz Air,2,MOW,DE,5,2,60,2135.42,24647,2,Other,culture
340,Nordwind Airlines,0,MOW,RU,5,5,77,1496.68,4899,0,Nordwind Airlines,domestic
341,S7 Airlines,0,MOW,RU,5,1,73,345.27,915,0,S7 Airlines,domestic
342,Azimut,2,MOW,TR,5,1,73,1643.31,16285,2,Azimut,tourism
343,Aeroflot,0,MOW,RU,5,2,60,253.0,2250,0,Aeroflot,domestic
344,Azimut,2,MOW,TR,5,5,63,2195.74,15344,2,Azimut,tourism
345,Azimut,1,MOW,RU,5,5,84,3324.82,7364,1,Azimut,domestic
346,Pegasus Airlines,1,MOW,TR,5,3,89,2089.38,16566,1,Pegasus Airlines,tourism
347,Azimut,1,MOW,RU,5,5,70,1334.24,3676,1,Azimut,domestic
348,S7 Airlines,0,MOW,RU,5,5,84,386.51,4749,0,S7 Airlines,domestic
349,Nordwind Airlines,1,MOW,RU,5,1,73,808.34,8730,1,Nordwind Airlines,domestic
350,S7 Airlines,0,MOW,RU,5,6,85,2161.81,8983,0,S7 Airlines,domestic
351,Nordwind Airlines,1,MOW,DE,5,6,71,2072.57,9770,1,Nordwind Airlines,culture
352,Azimut,1,MOW,RU,5,0,86,152.1,4829,1,Azimut,domestic
353,Wizz Air,1,MOW,DE,5,0,79,2018.9,22292,1,Other,culture
354,Turkish Airlines,2,MOW,KZ,5,0,65,2590.71,35405,2,Turkish Airlines,cis
355,Uzbekistan Airways,0,MOW,UZ,5,2,88,2951.46,5384,0,Uzbekistan Airways,cis
356,S7 Airlines,0,MOW,RU,5,4,83,1939.79,10171,0,S7 Airlines,domestic
357,Uzbekistan Airways,2,MOW,IN,5,0,72,5022.12,32769,2,Uzbekistan Airways,tourism
358,Aeroflot,0,MOW,RU,5,1,80,1004.37,5743,0,Aeroflot,domestic
359,Nordwind Airlines,0,MOW,RU,5,2,81,1201.71,5479,0,Nordwind Airlines,domestic
360,Wizz Air,3,MOW,IT,5,0,72,2622.72,24006,3+,Other,culture
361,Nordwind Airlines,1,MOW,DE,5,6,64,2033.29,6347,1,Nordwind Airlines,culture
362,Wizz Air,2,MOW,IT,5,2,60,2668.41,19506,2,Other,culture
363,Turkish Airlines,2,MOW,US,5,2,60,9132.38,52394,2,Turkish Airlines,culture
364,S7 Airlines,1,MOW,RU,5,6,64,245.68,8302,1,S7 Airlines,domestic
365,Turkish Airlines,1,MOW,TR,5,3,75,2079.39,22120,1,Turkish Airlines,tourism
366,Uzbekistan Airways,0,MOW,UZ,5,2,88,2654.56,5384,0,Uzbekistan Airways,cis
367,Azimut,1,MOW,RU,5,5,63,1191.19,3255,1,Azimut,domestic
368,Turkish Airlines,3,MOW,IT,5,2,74,2448.15,16567,3+,Turkish Airlines,culture
369,Pegasus Airlines,1,MOW,TR,5,2,81,1988.86,20071,1,Pegasus Airlines,tourism
370,S7 Airlines,2,MOW,RU,5,5,70,3934.73,21048,2,S7 Airlines,domestic
371,Azimut,2,MOW,KZ,5,2,67,1626.78,17449,2,Azimut,cis
